2015-01-12 08:36:50
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2999;-0,2999;-0,2999;0,0000;0,08072;-0,01108;-0,01108;-0,01108;-0,01108;0,0000;27,1;2015-01-12 08:36:51
Source Voltage;-0,2500;-0,2495;-0,2999;0,0000;0,0000;0,08072;-0,01096;-0,01108;-0,01096;-0,01102;0,0000;22,8;2015-01-12 08:36:51
Source Voltage;-0,2000;-0,1994;-0,2999;0,0000;0,0000;0,08072;-0,01078;-0,01108;-0,01078;-0,01094;0,0000;18,5;2015-01-12 08:36:52
Source Voltage;-0,1500;-0,1500;-0,2999;0,0000;0,0000;0,08072;-0,01062;-0,01108;-0,01062;-0,01086;0,0000;14,1;2015-01-12 08:36:52
Source Voltage;-0,1000;-0,0998;-0,2999;0,0000;0,0000;0,08072;-0,0104;-0,01108;-0,0104;-0,01077;0,0000;9,6;2015-01-12 08:36:53
Source Voltage;-0,0500;-0,0494;-0,2999;0,0000;0,0000;0,08072;-0,01014;-0,01108;-0,01014;-0,01066;0,0000;4,9;2015-01-12 08:36:54
Source Voltage;0,0000;0,0006;-0,2999;0,0000;0,0000;0,08072;-0,00981;-0,01108;-0,00981;-0,01054;0,0000;0,1;2015-01-12 08:36:54
Source Voltage;0,0500;0,0505;-0,2999;0,0000;0,0000;0,08072;-0,00931;-0,01108;-0,00931;-0,01039;0,0000;5,4;2015-01-12 08:36:55
Source Voltage;0,1000;0,1005;-0,2999;0,0000;0,0000;0,08072;-0,00864;-0,01108;-0,00864;-0,0102;0,0000;11,6;2015-01-12 08:36:55
Source Voltage;0,1500;0,1512;-0,2999;0,0000;0,0000;0,08072;-0,00762;-0,01108;-0,00762;-0,00994;0,0000;19,8;2015-01-12 08:36:56
Source Voltage;0,2000;0,2003;-0,2999;0,0000;0,0000;0,08072;-0,0062;-0,01108;-0,0062;-0,0096;0,0000;32,3;2015-01-12 08:36:57
Source Voltage;0,2500;0,2504;-0,2999;0,0000;0,0000;0,08072;-0,0042;-0,01108;-0,0042;-0,00915;0,0000;59,6;2015-01-12 08:36:57
Source Voltage;0,3000;0,3004;-0,2999;0,0000;0,0000;0,08072;-0,00154;-0,01108;-0,00154;-0,00856;0,0000;195,1;2015-01-12 08:36:58
Source Voltage;0,3500;0,3504;-0,2999;0,0000;0,0000;0,08072;0,00192;-0,01108;0,00192;-0,00781;0,0000;182,5;2015-01-12 08:36:58
Source Voltage;0,4000;0,4003;-0,2999;0,0000;0,0000;0,08072;0,00622;-0,01108;0,00622;-0,00687;0,0000;64,4;2015-01-12 08:36:59
Source Voltage;0,4500;0,4503;-0,2999;0,0000;0,0000;0,08072;0,01132;-0,01108;0,01132;-0,00573;0,0000;39,8;2015-01-12 08:37:00
Source Voltage;0,5000;0,5002;-0,2999;0,0000;0,0000;0,08072;0,01714;-0,01108;0,01714;-0,00438;0,0000;29,2;2015-01-12 08:37:00
Source Voltage;0,5500;0,5505;-0,2999;0,0000;0,0000;0,08072;0,02372;-0,01108;0,02372;-0,00282;0,0000;23,2;2015-01-12 08:37:01
Source Voltage;0,6000;0,5997;-0,2999;0,0000;0,0000;0,08072;0,03094;-0,01108;0,03094;-0,00104;0,0000;19,4;2015-01-12 08:37:01
