2015-01-12 11:57:01
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,01706;-0,01706;-0,01706;-0,01706;0,0000;17,5;2015-01-12 11:57:02
Source Voltage;-0,2500;-0,2494;-0,2991;0,0000;0,0000;0,08072;-0,01698;-0,01706;-0,01698;-0,01702;0,0000;14,7;2015-01-12 11:57:02
Source Voltage;-0,2000;-0,1990;-0,2991;0,0000;0,0000;0,08072;-0,01691;-0,01706;-0,01691;-0,01698;0,0000;11,8;2015-01-12 11:57:03
Source Voltage;-0,1500;-0,1490;-0,2991;0,0000;0,0000;0,08072;-0,01684;-0,01706;-0,01684;-0,01694;0,0000;8,8;2015-01-12 11:57:04
Source Voltage;-0,1000;-0,0990;-0,2991;0,0000;0,0000;0,08072;-0,01675;-0,01706;-0,01675;-0,0169;0,0000;5,9;2015-01-12 11:57:04
Source Voltage;-0,0500;-0,0487;-0,2991;0,0000;0,0000;0,08072;-0,01661;-0,01706;-0,01661;-0,01685;0,0000;2,9;2015-01-12 11:57:05
Source Voltage;0,0000;0,0010;-0,2991;0,0000;0,0000;0,08072;-0,01646;-0,01706;-0,01646;-0,01679;0,0000;0,1;2015-01-12 11:57:06
Source Voltage;0,0500;0,0511;-0,2991;0,0000;0,0000;0,08072;-0,01627;-0,01706;-0,01627;-0,01673;0,0000;3,1;2015-01-12 11:57:06
Source Voltage;0,1000;0,1014;-0,2991;0,0000;0,0000;0,08072;-0,01604;-0,01706;-0,01604;-0,01665;0,0000;6,3;2015-01-12 11:57:07
Source Voltage;0,1500;0,1512;-0,2991;0,0000;0,0000;0,08072;-0,01572;-0,01706;-0,01572;-0,01656;0,0000;9,6;2015-01-12 11:57:07
Source Voltage;0,2000;0,2009;-0,2991;0,0000;0,0000;0,08072;-0,01522;-0,01706;-0,01522;-0,01644;0,0000;13,2;2015-01-12 11:57:08
Source Voltage;0,2500;0,2516;-0,2991;0,0000;0,0000;0,08072;-0,01446;-0,01706;-0,01446;-0,01628;0,0000;17,4;2015-01-12 11:57:09
Source Voltage;0,3000;0,3009;-0,2991;0,0000;0,0000;0,08072;-0,01324;-0,01706;-0,01324;-0,01605;0,0000;22,7;2015-01-12 11:57:09
Source Voltage;0,3500;0,3513;-0,2991;0,0000;0,0000;0,08072;-0,01142;-0,01706;-0,01142;-0,01572;0,0000;30,8;2015-01-12 11:57:10
Source Voltage;0,4000;0,4016;-0,2991;0,0000;0,0000;0,08072;-0,00876;-0,01706;-0,00876;-0,01526;0,0000;45,8;2015-01-12 11:57:10
Source Voltage;0,4500;0,4508;-0,2991;0,0000;0,0000;0,08072;-0,00524;-0,01706;-0,00524;-0,01463;0,0000;86;2015-01-12 11:57:11
Source Voltage;0,5000;0,5008;-0,2991;0,0000;0,0000;0,08072;-0,0009;-0,01706;-0,0009;-0,01382;0,0000;556,4;2015-01-12 11:57:12
Source Voltage;0,5500;0,5507;-0,2991;0,0000;0,0000;0,08072;0,004;-0,01706;0,004;-0,01283;0,0000;137,7;2015-01-12 11:57:12
Source Voltage;0,6000;0,6005;-0,2991;0,0000;0,0000;0,08072;0,00906;-0,01706;0,00906;-0,01168;0,0000;66,3;2015-01-12 11:57:13
