2015-01-12 11:43:02
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,01414;-0,01414;-0,01414;-0,01414;0,0000;21,2;2015-01-12 11:43:02
Source Voltage;-0,2500;-0,2489;-0,2991;0,0000;0,0000;0,08072;-0,01398;-0,01414;-0,01398;-0,01406;0,0000;17,8;2015-01-12 11:43:03
Source Voltage;-0,2000;-0,1993;-0,2991;0,0000;0,0000;0,08072;-0,01382;-0,01414;-0,01382;-0,01398;0,0000;14,4;2015-01-12 11:43:04
Source Voltage;-0,1500;-0,1492;-0,2991;0,0000;0,0000;0,08072;-0,0136;-0,01414;-0,0136;-0,01389;0,0000;11;2015-01-12 11:43:04
Source Voltage;-0,1000;-0,0986;-0,2991;0,0000;0,0000;0,08072;-0,01334;-0,01414;-0,01334;-0,01378;0,0000;7,4;2015-01-12 11:43:05
Source Voltage;-0,0500;-0,0488;-0,2991;0,0000;0,0000;0,08072;-0,01304;-0,01414;-0,01304;-0,01366;0,0000;3,7;2015-01-12 11:43:06
Source Voltage;0,0000;0,0011;-0,2991;0,0000;0,0000;0,08072;-0,0127;-0,01414;-0,0127;-0,01352;0,0000;0,1;2015-01-12 11:43:06
Source Voltage;0,0500;0,0510;-0,2991;0,0000;0,0000;0,08072;-0,01222;-0,01414;-0,01222;-0,01336;0,0000;4,2;2015-01-12 11:43:07
Source Voltage;0,1000;0,1013;-0,2991;0,0000;0,0000;0,08072;-0,01162;-0,01414;-0,01162;-0,01317;0,0000;8,7;2015-01-12 11:43:07
Source Voltage;0,1500;0,1508;-0,2991;0,0000;0,0000;0,08072;-0,01084;-0,01414;-0,01084;-0,01294;0,0000;13,9;2015-01-12 11:43:08
Source Voltage;0,2000;0,2011;-0,2991;0,0000;0,0000;0,08072;-0,00981;-0,01414;-0,00981;-0,01266;0,0000;20,5;2015-01-12 11:43:09
Source Voltage;0,2500;0,2510;-0,2991;0,0000;0,0000;0,08072;-0,00842;-0,01414;-0,00842;-0,01231;0,0000;29,8;2015-01-12 11:43:09
Source Voltage;0,3000;0,3010;-0,2991;0,0000;0,0000;0,08072;-0,00662;-0,01414;-0,00662;-0,01187;0,0000;45,5;2015-01-12 11:43:10
Source Voltage;0,3500;0,3510;-0,2991;0,0000;0,0000;0,08072;-0,0043;-0,01414;-0,0043;-0,01133;0,0000;81,6;2015-01-12 11:43:10
Source Voltage;0,4000;0,4008;-0,2991;0,0000;0,0000;0,08072;-0,00126;-0,01414;-0,00126;-0,01066;0,0000;318,1;2015-01-12 11:43:11
Source Voltage;0,4500;0,4507;-0,2991;0,0000;0,0000;0,08072;0,00266;-0,01414;0,00266;-0,00983;0,0000;169,4;2015-01-12 11:43:12
Source Voltage;0,5000;0,5013;-0,2991;0,0000;0,0000;0,08072;0,0076;-0,01414;0,0076;-0,0088;0,0000;66;2015-01-12 11:43:12
Source Voltage;0,5500;0,5508;-0,2991;0,0000;0,0000;0,08072;0,01364;-0,01414;0,01364;-0,00755;0,0000;40,4;2015-01-12 11:43:13
Source Voltage;0,6000;0,6003;-0,2991;0,0000;0,0000;0,08072;0,02064;-0,01414;0,02064;-0,00607;0,0000;29,1;2015-01-12 11:43:13
