2015-01-12 09:42:07
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01782;-0,01782;-0,01782;-0,01782;0,0000;16,8;2015-01-12 09:42:07
Source Voltage;-0,2500;-0,2495;-0,2994;0,0000;0,0000;0,08072;-0,01768;-0,01782;-0,01768;-0,01775;0,0000;14,1;2015-01-12 09:42:08
Source Voltage;-0,2000;-0,1995;-0,2994;0,0000;0,0000;0,08072;-0,0176;-0,01782;-0,0176;-0,0177;0,0000;11,3;2015-01-12 09:42:08
Source Voltage;-0,1500;-0,1494;-0,2994;0,0000;0,0000;0,08072;-0,01743;-0,01782;-0,01743;-0,01763;0,0000;8,6;2015-01-12 09:42:09
Source Voltage;-0,1000;-0,0993;-0,2994;0,0000;0,0000;0,08072;-0,01726;-0,01782;-0,01726;-0,01756;0,0000;5,8;2015-01-12 09:42:10
Source Voltage;-0,0500;-0,0493;-0,2994;0,0000;0,0000;0,08072;-0,01704;-0,01782;-0,01704;-0,01747;0,0000;2,9;2015-01-12 09:42:10
Source Voltage;0,0000;0,0010;-0,2994;0,0000;0,0000;0,08072;-0,01676;-0,01782;-0,01676;-0,01737;0,0000;0,1;2015-01-12 09:42:11
Source Voltage;0,0500;0,0509;-0,2994;0,0000;0,0000;0,08072;-0,01636;-0,01782;-0,01636;-0,01724;0,0000;3,1;2015-01-12 09:42:11
Source Voltage;0,1000;0,1008;-0,2994;0,0000;0,0000;0,08072;-0,0159;-0,01782;-0,0159;-0,01709;0,0000;6,3;2015-01-12 09:42:12
Source Voltage;0,1500;0,1509;-0,2994;0,0000;0,0000;0,08072;-0,01522;-0,01782;-0,01522;-0,0169;0,0000;9,9;2015-01-12 09:42:13
Source Voltage;0,2000;0,2007;-0,2994;0,0000;0,0000;0,08072;-0,0143;-0,01782;-0,0143;-0,01666;0,0000;14;2015-01-12 09:42:13
Source Voltage;0,2500;0,2507;-0,2994;0,0000;0,0000;0,08072;-0,01308;-0,01782;-0,01308;-0,01636;0,0000;19,2;2015-01-12 09:42:14
Source Voltage;0,3000;0,3007;-0,2994;0,0000;0,0000;0,08072;-0,01144;-0,01782;-0,01144;-0,01598;0,0000;26,3;2015-01-12 09:42:14
Source Voltage;0,3500;0,3513;-0,2994;0,0000;0,0000;0,08072;-0,00926;-0,01782;-0,00926;-0,0155;0,0000;37,9;2015-01-12 09:42:15
Source Voltage;0,4000;0,4008;-0,2994;0,0000;0,0000;0,08072;-0,0065;-0,01782;-0,0065;-0,0149;0,0000;61,7;2015-01-12 09:42:16
Source Voltage;0,4500;0,4508;-0,2994;0,0000;0,0000;0,08072;-0,00304;-0,01782;-0,00304;-0,01416;0,0000;148,3;2015-01-12 09:42:16
Source Voltage;0,5000;0,5008;-0,2994;0,0000;0,0000;0,08072;0,00114;-0,01782;0,00114;-0,01326;0,0000;439,3;2015-01-12 09:42:17
Source Voltage;0,5500;0,5507;-0,2994;0,0000;0,0000;0,08072;0,00602;-0,01782;0,00602;-0,01219;0,0000;91,5;2015-01-12 09:42:17
Source Voltage;0,6000;0,6005;-0,2994;0,0000;0,0000;0,08072;0,01136;-0,01782;0,01136;-0,01095;0,0000;52,9;2015-01-12 09:42:18
