2015-01-12 09:36:02
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2996;-0,2996;-0,2996;0,0000;0,08072;-0,01788;-0,01788;-0,01788;-0,01788;0,0000;16,8;2015-01-12 09:36:02
Source Voltage;-0,2500;-0,2497;-0,2996;0,0000;0,0000;0,08072;-0,01778;-0,01788;-0,01778;-0,01783;0,0000;14;2015-01-12 09:36:03
Source Voltage;-0,2000;-0,1994;-0,2996;0,0000;0,0000;0,08072;-0,01768;-0,01788;-0,01768;-0,01778;0,0000;11,3;2015-01-12 09:36:04
Source Voltage;-0,1500;-0,1494;-0,2996;0,0000;0,0000;0,08072;-0,01754;-0,01788;-0,01754;-0,01772;0,0000;8,5;2015-01-12 09:36:04
Source Voltage;-0,1000;-0,0993;-0,2996;0,0000;0,0000;0,08072;-0,01738;-0,01788;-0,01738;-0,01765;0,0000;5,7;2015-01-12 09:36:05
Source Voltage;-0,0500;-0,0493;-0,2996;0,0000;0,0000;0,08072;-0,01714;-0,01788;-0,01714;-0,01757;0,0000;2,9;2015-01-12 09:36:05
Source Voltage;0,0000;0,0012;-0,2996;0,0000;0,0000;0,08072;-0,01688;-0,01788;-0,01688;-0,01747;0,0000;0,1;2015-01-12 09:36:06
Source Voltage;0,0500;0,0509;-0,2996;0,0000;0,0000;0,08072;-0,01648;-0,01788;-0,01648;-0,01735;0,0000;3,1;2015-01-12 09:36:07
Source Voltage;0,1000;0,1008;-0,2996;0,0000;0,0000;0,08072;-0,01602;-0,01788;-0,01602;-0,0172;0,0000;6,3;2015-01-12 09:36:07
Source Voltage;0,1500;0,1508;-0,2996;0,0000;0,0000;0,08072;-0,01538;-0,01788;-0,01538;-0,01702;0,0000;9,8;2015-01-12 09:36:08
Source Voltage;0,2000;0,2010;-0,2996;0,0000;0,0000;0,08072;-0,01444;-0,01788;-0,01444;-0,01679;0,0000;13,9;2015-01-12 09:36:08
Source Voltage;0,2500;0,2506;-0,2996;0,0000;0,0000;0,08072;-0,01322;-0,01788;-0,01322;-0,01649;0,0000;19;2015-01-12 09:36:09
Source Voltage;0,3000;0,3008;-0,2996;0,0000;0,0000;0,08072;-0,01154;-0,01788;-0,01154;-0,01611;0,0000;26,1;2015-01-12 09:36:10
Source Voltage;0,3500;0,3514;-0,2996;0,0000;0,0000;0,08072;-0,00936;-0,01788;-0,00936;-0,01563;0,0000;37,5;2015-01-12 09:36:10
Source Voltage;0,4000;0,4009;-0,2996;0,0000;0,0000;0,08072;-0,00656;-0,01788;-0,00656;-0,01503;0,0000;61,1;2015-01-12 09:36:11
Source Voltage;0,4500;0,4511;-0,2996;0,0000;0,0000;0,08072;-0,00304;-0,01788;-0,00304;-0,01428;0,0000;148,4;2015-01-12 09:36:12
Source Voltage;0,5000;0,5004;-0,2996;0,0000;0,0000;0,08072;0,00115;-0,01788;0,00115;-0,01337;0,0000;435,1;2015-01-12 09:36:12
Source Voltage;0,5500;0,5511;-0,2996;0,0000;0,0000;0,08072;0,00598;-0,01788;0,00598;-0,01229;0,0000;92,2;2015-01-12 09:36:13
Source Voltage;0,6000;0,6006;-0,2996;0,0000;0,0000;0,08072;0,01118;-0,01788;0,01118;-0,01105;0,0000;53,7;2015-01-12 09:36:13
