2015-01-12 12:00:34
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2990;-0,2990;-0,2990;0,0000;0,08072;-0,01452;-0,01452;-0,01452;-0,01452;0,0000;20,6;2015-01-12 12:00:35
Source Voltage;-0,2500;-0,2491;-0,2990;0,0000;0,0000;0,08072;-0,01444;-0,01452;-0,01444;-0,01448;0,0000;17,3;2015-01-12 12:00:35
Source Voltage;-0,2000;-0,1994;-0,2990;0,0000;0,0000;0,08072;-0,01434;-0,01452;-0,01434;-0,01443;0,0000;13,9;2015-01-12 12:00:36
Source Voltage;-0,1500;-0,1489;-0,2990;0,0000;0,0000;0,08072;-0,01424;-0,01452;-0,01424;-0,01438;0,0000;10,5;2015-01-12 12:00:37
Source Voltage;-0,1000;-0,0989;-0,2990;0,0000;0,0000;0,08072;-0,01414;-0,01452;-0,01414;-0,01433;0,0000;7;2015-01-12 12:00:37
Source Voltage;-0,0500;-0,0491;-0,2990;0,0000;0,0000;0,08072;-0,01408;-0,01452;-0,01408;-0,01429;0,0000;3,5;2015-01-12 12:00:38
Source Voltage;0,0000;0,0012;-0,2990;0,0000;0,0000;0,08072;-0,01394;-0,01452;-0,01394;-0,01424;0,0000;0,1;2015-01-12 12:00:38
Source Voltage;0,0500;0,0511;-0,2990;0,0000;0,0000;0,08072;-0,01378;-0,01452;-0,01378;-0,01418;0,0000;3,7;2015-01-12 12:00:39
Source Voltage;0,1000;0,1014;-0,2990;0,0000;0,0000;0,08072;-0,0136;-0,01452;-0,0136;-0,01412;0,0000;7,5;2015-01-12 12:00:40
Source Voltage;0,1500;0,1509;-0,2990;0,0000;0,0000;0,08072;-0,01334;-0,01452;-0,01334;-0,01404;0,0000;11,3;2015-01-12 12:00:40
Source Voltage;0,2000;0,2010;-0,2990;0,0000;0,0000;0,08072;-0,0129;-0,01452;-0,0129;-0,01394;0,0000;15,6;2015-01-12 12:00:41
Source Voltage;0,2500;0,2513;-0,2990;0,0000;0,0000;0,08072;-0,01236;-0,01452;-0,01236;-0,01381;0,0000;20,3;2015-01-12 12:00:41
Source Voltage;0,3000;0,3013;-0,2990;0,0000;0,0000;0,08072;-0,0114;-0,01452;-0,0114;-0,01362;0,0000;26,4;2015-01-12 12:00:42
Source Voltage;0,3500;0,3511;-0,2990;0,0000;0,0000;0,08072;-0,00986;-0,01452;-0,00986;-0,01335;0,0000;35,6;2015-01-12 12:00:43
Source Voltage;0,4000;0,4009;-0,2990;0,0000;0,0000;0,08072;-0,00748;-0,01452;-0,00748;-0,01296;0,0000;53,6;2015-01-12 12:00:43
Source Voltage;0,4500;0,4510;-0,2990;0,0000;0,0000;0,08072;-0,004;-0,01452;-0,004;-0,0124;0,0000;112,8;2015-01-12 12:00:44
Source Voltage;0,5000;0,5008;-0,2990;0,0000;0,0000;0,08072;0,0007;-0,01452;0,0007;-0,01163;0,0000;715,4;2015-01-12 12:00:44
Source Voltage;0,5500;0,5507;-0,2990;0,0000;0,0000;0,08072;0,00668;-0,01452;0,00668;-0,01061;0,0000;82,4;2015-01-12 12:00:45
Source Voltage;0,6000;0,6005;-0,2990;0,0000;0,0000;0,08072;0,01372;-0,01452;0,01372;-0,00933;0,0000;43,8;2015-01-12 12:00:46
