2015-01-12 11:18:31
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2990;-0,2990;-0,2990;0,0000;0,08072;-0,01832;-0,01832;-0,01832;-0,01832;0,0000;16,3;2015-01-12 11:18:32
Source Voltage;-0,2500;-0,2493;-0,2990;0,0000;0,0000;0,08072;-0,01822;-0,01832;-0,01822;-0,01827;0,0000;13,7;2015-01-12 11:18:32
Source Voltage;-0,2000;-0,1991;-0,2990;0,0000;0,0000;0,08072;-0,01812;-0,01832;-0,01812;-0,01822;0,0000;11;2015-01-12 11:18:33
Source Voltage;-0,1500;-0,1492;-0,2990;0,0000;0,0000;0,08072;-0,01798;-0,01832;-0,01798;-0,01816;0,0000;8,3;2015-01-12 11:18:34
Source Voltage;-0,1000;-0,0991;-0,2990;0,0000;0,0000;0,08072;-0,01782;-0,01832;-0,01782;-0,01809;0,0000;5,6;2015-01-12 11:18:34
Source Voltage;-0,0500;-0,0489;-0,2990;0,0000;0,0000;0,08072;-0,01757;-0,01832;-0,01757;-0,018;0,0000;2,8;2015-01-12 11:18:35
Source Voltage;0,0000;0,0011;-0,2990;0,0000;0,0000;0,08072;-0,0173;-0,01832;-0,0173;-0,0179;0,0000;0,1;2015-01-12 11:18:35
Source Voltage;0,0500;0,0513;-0,2990;0,0000;0,0000;0,08072;-0,01694;-0,01832;-0,01694;-0,01778;0,0000;3;2015-01-12 11:18:36
Source Voltage;0,1000;0,1014;-0,2990;0,0000;0,0000;0,08072;-0,01644;-0,01832;-0,01644;-0,01763;0,0000;6,2;2015-01-12 11:18:37
Source Voltage;0,1500;0,1508;-0,2990;0,0000;0,0000;0,08072;-0,0158;-0,01832;-0,0158;-0,01745;0,0000;9,5;2015-01-12 11:18:37
Source Voltage;0,2000;0,2015;-0,2990;0,0000;0,0000;0,08072;-0,0149;-0,01832;-0,0149;-0,01722;0,0000;13,5;2015-01-12 11:18:38
Source Voltage;0,2500;0,2510;-0,2990;0,0000;0,0000;0,08072;-0,0137;-0,01832;-0,0137;-0,01693;0,0000;18,3;2015-01-12 11:18:38
Source Voltage;0,3000;0,3010;-0,2990;0,0000;0,0000;0,08072;-0,01206;-0,01832;-0,01206;-0,01656;0,0000;25;2015-01-12 11:18:39
Source Voltage;0,3500;0,3511;-0,2990;0,0000;0,0000;0,08072;-0,01;-0,01832;-0,01;-0,01609;0,0000;35,1;2015-01-12 11:18:40
Source Voltage;0,4000;0,4013;-0,2990;0,0000;0,0000;0,08072;-0,00738;-0,01832;-0,00738;-0,01551;0,0000;54,4;2015-01-12 11:18:40
Source Voltage;0,4500;0,4509;-0,2990;0,0000;0,0000;0,08072;-0,00418;-0,01832;-0,00418;-0,0148;0,0000;107,9;2015-01-12 11:18:41
Source Voltage;0,5000;0,5008;-0,2990;0,0000;0,0000;0,08072;-0,00036;-0,01832;-0,00036;-0,01395;0,0000;1391,1;2015-01-12 11:18:41
Source Voltage;0,5500;0,5507;-0,2990;0,0000;0,0000;0,08072;0,00378;-0,01832;0,00378;-0,01296;0,0000;145,7;2015-01-12 11:18:42
Source Voltage;0,6000;0,6005;-0,2990;0,0000;0,0000;0,08072;0,00818;-0,01832;0,00818;-0,01185;0,0000;73,4;2015-01-12 11:18:43
