2015-01-12 09:34:47
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2992;-0,2992;-0,2992;0,0000;0,08072;-0,01775;-0,01775;-0,01775;-0,01775;0,0000;16,9;2015-01-12 09:34:47
Source Voltage;-0,2500;-0,2493;-0,2992;0,0000;0,0000;0,08072;-0,01761;-0,01775;-0,01761;-0,01768;0,0000;14,2;2015-01-12 09:34:48
Source Voltage;-0,2000;-0,1998;-0,2992;0,0000;0,0000;0,08072;-0,01745;-0,01775;-0,01745;-0,0176;0,0000;11,4;2015-01-12 09:34:48
Source Voltage;-0,1500;-0,1493;-0,2992;0,0000;0,0000;0,08072;-0,01728;-0,01775;-0,01728;-0,01752;0,0000;8,6;2015-01-12 09:34:49
Source Voltage;-0,1000;-0,0991;-0,2992;0,0000;0,0000;0,08072;-0,01704;-0,01775;-0,01704;-0,01742;0,0000;5,8;2015-01-12 09:34:50
Source Voltage;-0,0500;-0,0490;-0,2992;0,0000;0,0000;0,08072;-0,01678;-0,01775;-0,01678;-0,01731;0,0000;2,9;2015-01-12 09:34:50
Source Voltage;0,0000;0,0012;-0,2992;0,0000;0,0000;0,08072;-0,01641;-0,01775;-0,01641;-0,01718;0,0000;0,1;2015-01-12 09:34:51
Source Voltage;0,0500;0,0509;-0,2992;0,0000;0,0000;0,08072;-0,01596;-0,01775;-0,01596;-0,01703;0,0000;3,2;2015-01-12 09:34:51
Source Voltage;0,1000;0,1008;-0,2992;0,0000;0,0000;0,08072;-0,01536;-0,01775;-0,01536;-0,01684;0,0000;6,6;2015-01-12 09:34:52
Source Voltage;0,1500;0,1506;-0,2992;0,0000;0,0000;0,08072;-0,01462;-0,01775;-0,01462;-0,01662;0,0000;10,3;2015-01-12 09:34:53
Source Voltage;0,2000;0,2009;-0,2992;0,0000;0,0000;0,08072;-0,01364;-0,01775;-0,01364;-0,01635;0,0000;14,7;2015-01-12 09:34:53
Source Voltage;0,2500;0,2506;-0,2992;0,0000;0,0000;0,08072;-0,01232;-0,01775;-0,01232;-0,01601;0,0000;20,3;2015-01-12 09:34:54
Source Voltage;0,3000;0,3007;-0,2992;0,0000;0,0000;0,08072;-0,01066;-0,01775;-0,01066;-0,0156;0,0000;28,2;2015-01-12 09:34:54
Source Voltage;0,3500;0,3510;-0,2992;0,0000;0,0000;0,08072;-0,00852;-0,01775;-0,00852;-0,01509;0,0000;41,2;2015-01-12 09:34:55
Source Voltage;0,4000;0,4006;-0,2992;0,0000;0,0000;0,08072;-0,0058;-0,01775;-0,0058;-0,01447;0,0000;69,1;2015-01-12 09:34:56
Source Voltage;0,4500;0,4510;-0,2992;0,0000;0,0000;0,08072;-0,0024;-0,01775;-0,0024;-0,01372;0,0000;187,9;2015-01-12 09:34:56
Source Voltage;0,5000;0,5008;-0,2992;0,0000;0,0000;0,08072;0,00168;-0,01775;0,00168;-0,01281;0,0000;298,1;2015-01-12 09:34:57
Source Voltage;0,5500;0,5508;-0,2992;0,0000;0,0000;0,08072;0,00652;-0,01775;0,00652;-0,01174;0,0000;84,5;2015-01-12 09:34:57
Source Voltage;0,6000;0,6005;-0,2992;0,0000;0,0000;0,08072;0,0119;-0,01775;0,0119;-0,0105;0,0000;50,5;2015-01-12 09:34:58
