2015-01-12 08:49:43
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2997;-0,2997;-0,2997;0,0000;0,08072;-0,0134;-0,0134;-0,0134;-0,0134;0,0000;22,4;2015-01-12 08:49:43
Source Voltage;-0,2500;-0,2497;-0,2997;0,0000;0,0000;0,08072;-0,01318;-0,0134;-0,01318;-0,01329;0,0000;18,9;2015-01-12 08:49:44
Source Voltage;-0,2000;-0,1993;-0,2997;0,0000;0,0000;0,08072;-0,01292;-0,0134;-0,01292;-0,01317;0,0000;15,4;2015-01-12 08:49:45
Source Voltage;-0,1500;-0,1493;-0,2997;0,0000;0,0000;0,08072;-0,0127;-0,0134;-0,0127;-0,01305;0,0000;11,8;2015-01-12 08:49:45
Source Voltage;-0,1000;-0,0992;-0,2997;0,0000;0,0000;0,08072;-0,01244;-0,0134;-0,01244;-0,01293;0,0000;8;2015-01-12 08:49:46
Source Voltage;-0,0500;-0,0493;-0,2997;0,0000;0,0000;0,08072;-0,01216;-0,0134;-0,01216;-0,0128;0,0000;4,1;2015-01-12 08:49:46
Source Voltage;0,0000;0,0007;-0,2997;0,0000;0,0000;0,08072;-0,0118;-0,0134;-0,0118;-0,01266;0,0000;0,1;2015-01-12 08:49:47
Source Voltage;0,0500;0,0507;-0,2997;0,0000;0,0000;0,08072;-0,01142;-0,0134;-0,01142;-0,0125;0,0000;4,4;2015-01-12 08:49:48
Source Voltage;0,1000;0,1009;-0,2997;0,0000;0,0000;0,08072;-0,0109;-0,0134;-0,0109;-0,01232;0,0000;9,3;2015-01-12 08:49:48
Source Voltage;0,1500;0,1506;-0,2997;0,0000;0,0000;0,08072;-0,0103;-0,0134;-0,0103;-0,01212;0,0000;14,6;2015-01-12 08:49:49
Source Voltage;0,2000;0,2005;-0,2997;0,0000;0,0000;0,08072;-0,00948;-0,0134;-0,00948;-0,01188;0,0000;21,1;2015-01-12 08:49:49
Source Voltage;0,2500;0,2509;-0,2997;0,0000;0,0000;0,08072;-0,00828;-0,0134;-0,00828;-0,01158;0,0000;30,3;2015-01-12 08:49:50
Source Voltage;0,3000;0,3007;-0,2997;0,0000;0,0000;0,08072;-0,00662;-0,0134;-0,00662;-0,0112;0,0000;45,4;2015-01-12 08:49:51
Source Voltage;0,3500;0,3503;-0,2997;0,0000;0,0000;0,08072;-0,00434;-0,0134;-0,00434;-0,01071;0,0000;80,7;2015-01-12 08:49:51
Source Voltage;0,4000;0,4008;-0,2997;0,0000;0,0000;0,08072;-0,0013;-0,0134;-0,0013;-0,01008;0,0000;308,3;2015-01-12 08:49:52
Source Voltage;0,4500;0,4505;-0,2997;0,0000;0,0000;0,08072;0,00258;-0,0134;0,00258;-0,00929;0,0000;174,6;2015-01-12 08:49:52
Source Voltage;0,5000;0,5000;-0,2997;0,0000;0,0000;0,08072;0,00744;-0,0134;0,00744;-0,00831;0,0000;67,2;2015-01-12 08:49:53
Source Voltage;0,5500;0,5504;-0,2997;0,0000;0,0000;0,08072;0,01314;-0,0134;0,01314;-0,00712;0,0000;41,9;2015-01-12 08:49:54
Source Voltage;0,6000;0,6000;-0,2997;0,0000;0,0000;0,08072;0,01948;-0,0134;0,01948;-0,00572;0,0000;30,8;2015-01-12 08:49:54
