2015-01-12 09:41:10
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2996;-0,2996;-0,2996;0,0000;0,08072;-0,01282;-0,01282;-0,01282;-0,01282;0,0000;23,4;2015-01-12 09:41:10
Source Voltage;-0,2500;-0,2495;-0,2996;0,0000;0,0000;0,08072;-0,0127;-0,01282;-0,0127;-0,01276;0,0000;19,6;2015-01-12 09:41:11
Source Voltage;-0,2000;-0,1996;-0,2996;0,0000;0,0000;0,08072;-0,01254;-0,01282;-0,01254;-0,01269;0,0000;15,9;2015-01-12 09:41:11
Source Voltage;-0,1500;-0,1490;-0,2996;0,0000;0,0000;0,08072;-0,01244;-0,01282;-0,01244;-0,01263;0,0000;12;2015-01-12 09:41:12
Source Voltage;-0,1000;-0,0989;-0,2996;0,0000;0,0000;0,08072;-0,01226;-0,01282;-0,01226;-0,01256;0,0000;8,1;2015-01-12 09:41:13
Source Voltage;-0,0500;-0,0491;-0,2996;0,0000;0,0000;0,08072;-0,01206;-0,01282;-0,01206;-0,01248;0,0000;4,1;2015-01-12 09:41:13
Source Voltage;0,0000;0,0010;-0,2996;0,0000;0,0000;0,08072;-0,01178;-0,01282;-0,01178;-0,01238;0,0000;0,1;2015-01-12 09:41:14
Source Voltage;0,0500;0,0509;-0,2996;0,0000;0,0000;0,08072;-0,01144;-0,01282;-0,01144;-0,01226;0,0000;4,4;2015-01-12 09:41:14
Source Voltage;0,1000;0,1008;-0,2996;0,0000;0,0000;0,08072;-0,011;-0,01282;-0,011;-0,01212;0,0000;9,2;2015-01-12 09:41:15
Source Voltage;0,1500;0,1508;-0,2996;0,0000;0,0000;0,08072;-0,01032;-0,01282;-0,01032;-0,01194;0,0000;14,6;2015-01-12 09:41:16
Source Voltage;0,2000;0,2007;-0,2996;0,0000;0,0000;0,08072;-0,00942;-0,01282;-0,00942;-0,01171;0,0000;21,3;2015-01-12 09:41:16
Source Voltage;0,2500;0,2505;-0,2996;0,0000;0,0000;0,08072;-0,00806;-0,01282;-0,00806;-0,01141;0,0000;31,1;2015-01-12 09:41:17
Source Voltage;0,3000;0,3006;-0,2996;0,0000;0,0000;0,08072;-0,00618;-0,01282;-0,00618;-0,01101;0,0000;48,6;2015-01-12 09:41:17
Source Voltage;0,3500;0,3510;-0,2996;0,0000;0,0000;0,08072;-0,0036;-0,01282;-0,0036;-0,01048;0,0000;97,5;2015-01-12 09:41:18
Source Voltage;0,4000;0,4008;-0,2996;0,0000;0,0000;0,08072;-0,00016;-0,01282;-0,00016;-0,00979;0,0000;2505;2015-01-12 09:41:19
Source Voltage;0,4500;0,4506;-0,2996;0,0000;0,0000;0,08072;0,00432;-0,01282;0,00432;-0,00891;0,0000;104,3;2015-01-12 09:41:19
Source Voltage;0,5000;0,5002;-0,2996;0,0000;0,0000;0,08072;0,00984;-0,01282;0,00984;-0,00781;0,0000;50,8;2015-01-12 09:41:20
Source Voltage;0,5500;0,5504;-0,2996;0,0000;0,0000;0,08072;0,01644;-0,01282;0,01644;-0,00646;0,0000;33,5;2015-01-12 09:41:21
Source Voltage;0,6000;0,5999;-0,2996;0,0000;0,0000;0,08072;0,02388;-0,01282;0,02388;-0,00486;0,0000;25,1;2015-01-12 09:41:21
