2015-01-12 09:42:30
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01777;-0,01777;-0,01777;-0,01777;0,0000;16,8;2015-01-12 09:42:31
Source Voltage;-0,2500;-0,2495;-0,2994;0,0000;0,0000;0,08072;-0,0177;-0,01777;-0,0177;-0,01774;0,0000;14,1;2015-01-12 09:42:31
Source Voltage;-0,2000;-0,1996;-0,2994;0,0000;0,0000;0,08072;-0,01758;-0,01777;-0,01758;-0,01769;0,0000;11,4;2015-01-12 09:42:32
Source Voltage;-0,1500;-0,1494;-0,2994;0,0000;0,0000;0,08072;-0,01745;-0,01777;-0,01745;-0,01763;0,0000;8,6;2015-01-12 09:42:32
Source Voltage;-0,1000;-0,0991;-0,2994;0,0000;0,0000;0,08072;-0,01728;-0,01777;-0,01728;-0,01756;0,0000;5,7;2015-01-12 09:42:33
Source Voltage;-0,0500;-0,0492;-0,2994;0,0000;0,0000;0,08072;-0,01709;-0,01777;-0,01709;-0,01748;0,0000;2,9;2015-01-12 09:42:34
Source Voltage;0,0000;0,0008;-0,2994;0,0000;0,0000;0,08072;-0,0168;-0,01777;-0,0168;-0,01738;0,0000;0;2015-01-12 09:42:34
Source Voltage;0,0500;0,0509;-0,2994;0,0000;0,0000;0,08072;-0,01645;-0,01777;-0,01645;-0,01726;0,0000;3,1;2015-01-12 09:42:35
Source Voltage;0,1000;0,1010;-0,2994;0,0000;0,0000;0,08072;-0,01594;-0,01777;-0,01594;-0,01711;0,0000;6,3;2015-01-12 09:42:35
Source Voltage;0,1500;0,1508;-0,2994;0,0000;0,0000;0,08072;-0,01528;-0,01777;-0,01528;-0,01693;0,0000;9,9;2015-01-12 09:42:36
Source Voltage;0,2000;0,2005;-0,2994;0,0000;0,0000;0,08072;-0,01436;-0,01777;-0,01436;-0,0167;0,0000;14;2015-01-12 09:42:37
Source Voltage;0,2500;0,2508;-0,2994;0,0000;0,0000;0,08072;-0,01312;-0,01777;-0,01312;-0,0164;0,0000;19,1;2015-01-12 09:42:37
Source Voltage;0,3000;0,3005;-0,2994;0,0000;0,0000;0,08072;-0,0114;-0,01777;-0,0114;-0,01602;0,0000;26,4;2015-01-12 09:42:38
Source Voltage;0,3500;0,3506;-0,2994;0,0000;0,0000;0,08072;-0,00921;-0,01777;-0,00921;-0,01553;0,0000;38,1;2015-01-12 09:42:39
Source Voltage;0,4000;0,4008;-0,2994;0,0000;0,0000;0,08072;-0,00636;-0,01777;-0,00636;-0,01492;0,0000;63;2015-01-12 09:42:39
Source Voltage;0,4500;0,4508;-0,2994;0,0000;0,0000;0,08072;-0,00272;-0,01777;-0,00272;-0,01416;0,0000;165,7;2015-01-12 09:42:40
Source Voltage;0,5000;0,5005;-0,2994;0,0000;0,0000;0,08072;0,00158;-0,01777;0,00158;-0,01323;0,0000;316,8;2015-01-12 09:42:40
Source Voltage;0,5500;0,5507;-0,2994;0,0000;0,0000;0,08072;0,00656;-0,01777;0,00656;-0,01213;0,0000;83,9;2015-01-12 09:42:41
Source Voltage;0,6000;0,6002;-0,2994;0,0000;0,0000;0,08072;0,01202;-0,01777;0,01202;-0,01086;0,0000;49,9;2015-01-12 09:42:42
