2015-01-12 11:53:39
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,018;-0,018;-0,018;-0,018;0,0000;16,6;2015-01-12 11:53:39
Source Voltage;-0,2500;-0,2491;-0,2991;0,0000;0,0000;0,08072;-0,01796;-0,018;-0,01796;-0,01798;0,0000;13,9;2015-01-12 11:53:40
Source Voltage;-0,2000;-0,1993;-0,2991;0,0000;0,0000;0,08072;-0,0179;-0,018;-0,0179;-0,01795;0,0000;11,1;2015-01-12 11:53:41
Source Voltage;-0,1500;-0,1489;-0,2991;0,0000;0,0000;0,08072;-0,01782;-0,018;-0,01782;-0,01792;0,0000;8,4;2015-01-12 11:53:41
Source Voltage;-0,1000;-0,0990;-0,2991;0,0000;0,0000;0,08072;-0,01772;-0,018;-0,01772;-0,01788;0,0000;5,6;2015-01-12 11:53:42
Source Voltage;-0,0500;-0,0489;-0,2991;0,0000;0,0000;0,08072;-0,01764;-0,018;-0,01764;-0,01784;0,0000;2,8;2015-01-12 11:53:42
Source Voltage;0,0000;0,0010;-0,2991;0,0000;0,0000;0,08072;-0,01754;-0,018;-0,01754;-0,0178;0,0000;0,1;2015-01-12 11:53:43
Source Voltage;0,0500;0,0513;-0,2991;0,0000;0,0000;0,08072;-0,01734;-0,018;-0,01734;-0,01774;0,0000;3;2015-01-12 11:53:44
Source Voltage;0,1000;0,1015;-0,2991;0,0000;0,0000;0,08072;-0,0172;-0,018;-0,0172;-0,01768;0,0000;5,9;2015-01-12 11:53:44
Source Voltage;0,1500;0,1509;-0,2991;0,0000;0,0000;0,08072;-0,01686;-0,018;-0,01686;-0,0176;0,0000;9;2015-01-12 11:53:45
Source Voltage;0,2000;0,2010;-0,2991;0,0000;0,0000;0,08072;-0,01641;-0,018;-0,01641;-0,01749;0,0000;12,2;2015-01-12 11:53:45
Source Voltage;0,2500;0,2510;-0,2991;0,0000;0,0000;0,08072;-0,01572;-0,018;-0,01572;-0,01734;0,0000;16;2015-01-12 11:53:46
Source Voltage;0,3000;0,3011;-0,2991;0,0000;0,0000;0,08072;-0,0146;-0,018;-0,0146;-0,01713;0,0000;20,6;2015-01-12 11:53:47
Source Voltage;0,3500;0,3510;-0,2991;0,0000;0,0000;0,08072;-0,01298;-0,018;-0,01298;-0,01683;0,0000;27;2015-01-12 11:53:47
Source Voltage;0,4000;0,4010;-0,2991;0,0000;0,0000;0,08072;-0,01048;-0,018;-0,01048;-0,01641;0,0000;38,3;2015-01-12 11:53:48
Source Voltage;0,4500;0,4508;-0,2991;0,0000;0,0000;0,08072;-0,0069;-0,018;-0,0069;-0,01582;0,0000;65,3;2015-01-12 11:53:48
Source Voltage;0,5000;0,5005;-0,2991;0,0000;0,0000;0,08072;-0,00212;-0,018;-0,00212;-0,01501;0,0000;236,1;2015-01-12 11:53:49
Source Voltage;0,5500;0,5507;-0,2991;0,0000;0,0000;0,08072;0,00378;-0,018;0,00378;-0,01397;0,0000;145,7;2015-01-12 11:53:50
Source Voltage;0,6000;0,6007;-0,2991;0,0000;0,0000;0,08072;0,01056;-0,018;0,01056;-0,01268;0,0000;56,9;2015-01-12 11:53:50
