2015-01-12 11:49:36
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01732;-0,01732;-0,01732;-0,01732;0,0000;17,3;2015-01-12 11:49:36
Source Voltage;-0,2500;-0,2495;-0,2993;0,0000;0,0000;0,08072;-0,01727;-0,01732;-0,01727;-0,0173;0,0000;14,4;2015-01-12 11:49:37
Source Voltage;-0,2000;-0,1993;-0,2993;0,0000;0,0000;0,08072;-0,01716;-0,01732;-0,01716;-0,01725;0,0000;11,6;2015-01-12 11:49:38
Source Voltage;-0,1500;-0,1490;-0,2993;0,0000;0,0000;0,08072;-0,01708;-0,01732;-0,01708;-0,01721;0,0000;8,7;2015-01-12 11:49:38
Source Voltage;-0,1000;-0,0991;-0,2993;0,0000;0,0000;0,08072;-0,01698;-0,01732;-0,01698;-0,01716;0,0000;5,8;2015-01-12 11:49:39
Source Voltage;-0,0500;-0,0485;-0,2993;0,0000;0,0000;0,08072;-0,01684;-0,01732;-0,01684;-0,01711;0,0000;2,9;2015-01-12 11:49:40
Source Voltage;0,0000;0,0012;-0,2993;0,0000;0,0000;0,08072;-0,01664;-0,01732;-0,01664;-0,01704;0,0000;0,1;2015-01-12 11:49:40
Source Voltage;0,0500;0,0511;-0,2993;0,0000;0,0000;0,08072;-0,01646;-0,01732;-0,01646;-0,01697;0,0000;3,1;2015-01-12 11:49:41
Source Voltage;0,1000;0,1013;-0,2993;0,0000;0,0000;0,08072;-0,01614;-0,01732;-0,01614;-0,01688;0,0000;6,3;2015-01-12 11:49:41
Source Voltage;0,1500;0,1509;-0,2993;0,0000;0,0000;0,08072;-0,01572;-0,01732;-0,01572;-0,01676;0,0000;9,6;2015-01-12 11:49:42
Source Voltage;0,2000;0,2009;-0,2993;0,0000;0,0000;0,08072;-0,0151;-0,01732;-0,0151;-0,01661;0,0000;13,3;2015-01-12 11:49:43
Source Voltage;0,2500;0,2510;-0,2993;0,0000;0,0000;0,08072;-0,01416;-0,01732;-0,01416;-0,01641;0,0000;17,7;2015-01-12 11:49:43
Source Voltage;0,3000;0,3010;-0,2993;0,0000;0,0000;0,08072;-0,01278;-0,01732;-0,01278;-0,01613;0,0000;23,6;2015-01-12 11:49:44
Source Voltage;0,3500;0,3509;-0,2993;0,0000;0,0000;0,08072;-0,01084;-0,01732;-0,01084;-0,01575;0,0000;32,4;2015-01-12 11:49:44
Source Voltage;0,4000;0,4009;-0,2993;0,0000;0,0000;0,08072;-0,00816;-0,01732;-0,00816;-0,01524;0,0000;49,1;2015-01-12 11:49:45
Source Voltage;0,4500;0,4512;-0,2993;0,0000;0,0000;0,08072;-0,00462;-0,01732;-0,00462;-0,01458;0,0000;97,7;2015-01-12 11:49:46
Source Voltage;0,5000;0,5007;-0,2993;0,0000;0,0000;0,08072;-0,00038;-0,01732;-0,00038;-0,01374;0,0000;1317,6;2015-01-12 11:49:46
Source Voltage;0,5500;0,5510;-0,2993;0,0000;0,0000;0,08072;0,00442;-0,01732;0,00442;-0,01273;0,0000;124,7;2015-01-12 11:49:47
Source Voltage;0,6000;0,6011;-0,2993;0,0000;0,0000;0,08072;0,0094;-0,01732;0,0094;-0,01157;0,0000;63,9;2015-01-12 11:49:47
