2015-01-12 11:47:48
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01176;-0,01176;-0,01176;-0,01176;0,0000;25,5;2015-01-12 11:47:48
Source Voltage;-0,2500;-0,2493;-0,2993;0,0000;0,0000;0,08072;-0,01158;-0,01176;-0,01158;-0,01167;0,0000;21,5;2015-01-12 11:47:49
Source Voltage;-0,2000;-0,1992;-0,2993;0,0000;0,0000;0,08072;-0,01146;-0,01176;-0,01146;-0,0116;0,0000;17,4;2015-01-12 11:47:49
Source Voltage;-0,1500;-0,1486;-0,2993;0,0000;0,0000;0,08072;-0,01122;-0,01176;-0,01122;-0,0115;0,0000;13,2;2015-01-12 11:47:50
Source Voltage;-0,1000;-0,0988;-0,2993;0,0000;0,0000;0,08072;-0,01096;-0,01176;-0,01096;-0,01139;0,0000;9;2015-01-12 11:47:51
Source Voltage;-0,0500;-0,0491;-0,2993;0,0000;0,0000;0,08072;-0,01066;-0,01176;-0,01066;-0,01127;0,0000;4,6;2015-01-12 11:47:51
Source Voltage;0,0000;0,0010;-0,2993;0,0000;0,0000;0,08072;-0,01028;-0,01176;-0,01028;-0,01113;0,0000;0,1;2015-01-12 11:47:52
Source Voltage;0,0500;0,0514;-0,2993;0,0000;0,0000;0,08072;-0,0098;-0,01176;-0,0098;-0,01096;0,0000;5,2;2015-01-12 11:47:53
Source Voltage;0,1000;0,1011;-0,2993;0,0000;0,0000;0,08072;-0,0091;-0,01176;-0,0091;-0,01075;0,0000;11,1;2015-01-12 11:47:53
Source Voltage;0,1500;0,1509;-0,2993;0,0000;0,0000;0,08072;-0,0081;-0,01176;-0,0081;-0,01048;0,0000;18,6;2015-01-12 11:47:54
Source Voltage;0,2000;0,2010;-0,2993;0,0000;0,0000;0,08072;-0,00658;-0,01176;-0,00658;-0,01013;0,0000;30,5;2015-01-12 11:47:54
Source Voltage;0,2500;0,2507;-0,2993;0,0000;0,0000;0,08072;-0,00441;-0,01176;-0,00441;-0,00965;0,0000;56,8;2015-01-12 11:47:55
Source Voltage;0,3000;0,3008;-0,2993;0,0000;0,0000;0,08072;-0,00126;-0,01176;-0,00126;-0,009;0,0000;238,7;2015-01-12 11:47:56
Source Voltage;0,3500;0,3508;-0,2993;0,0000;0,0000;0,08072;0,0031;-0,01176;0,0031;-0,00814;0,0000;113,2;2015-01-12 11:47:56
Source Voltage;0,4000;0,4012;-0,2993;0,0000;0,0000;0,08072;0,00906;-0,01176;0,00906;-0,00699;0,0000;44,3;2015-01-12 11:47:57
Source Voltage;0,4500;0,4506;-0,2993;0,0000;0,0000;0,08072;0,01702;-0,01176;0,01702;-0,00549;0,0000;26,5;2015-01-12 11:47:57
Source Voltage;0,5000;0,5004;-0,2993;0,0000;0,0000;0,08072;0,027;-0,01176;0,027;-0,00358;0,0000;18,5;2015-01-12 11:47:58
Source Voltage;0,5500;0,5503;-0,2993;0,0000;0,0000;0,08072;0,03915;-0,01176;0,03915;-0,00121;0,0000;14,1;2015-01-12 11:47:59
Source Voltage;0,6000;0,6003;-0,2993;0,0000;0,0000;0,08072;0,0532;-0,01176;0,0532;0,00165;0,0000;11,3;2015-01-12 11:47:59
