2015-01-12 11:54:05
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01566;-0,01566;-0,01566;-0,01566;0,0000;19,1;2015-01-12 11:54:05
Source Voltage;-0,2500;-0,2494;-0,2994;0,0000;0,0000;0,08072;-0,01552;-0,01566;-0,01552;-0,01559;0,0000;16,1;2015-01-12 11:54:06
Source Voltage;-0,2000;-0,1992;-0,2994;0,0000;0,0000;0,08072;-0,01542;-0,01566;-0,01542;-0,01553;0,0000;12,9;2015-01-12 11:54:06
Source Voltage;-0,1500;-0,1490;-0,2994;0,0000;0,0000;0,08072;-0,01528;-0,01566;-0,01528;-0,01547;0,0000;9,8;2015-01-12 11:54:07
Source Voltage;-0,1000;-0,0984;-0,2994;0,0000;0,0000;0,08072;-0,01512;-0,01566;-0,01512;-0,0154;0,0000;6,5;2015-01-12 11:54:08
Source Voltage;-0,0500;-0,0486;-0,2994;0,0000;0,0000;0,08072;-0,01496;-0,01566;-0,01496;-0,01533;0,0000;3,2;2015-01-12 11:54:08
Source Voltage;0,0000;0,0010;-0,2994;0,0000;0,0000;0,08072;-0,01482;-0,01566;-0,01482;-0,01526;0,0000;0,1;2015-01-12 11:54:09
Source Voltage;0,0500;0,0512;-0,2994;0,0000;0,0000;0,08072;-0,0146;-0,01566;-0,0146;-0,01518;0,0000;3,5;2015-01-12 11:54:10
Source Voltage;0,1000;0,1011;-0,2994;0,0000;0,0000;0,08072;-0,01436;-0,01566;-0,01436;-0,01509;0,0000;7;2015-01-12 11:54:10
Source Voltage;0,1500;0,1510;-0,2994;0,0000;0,0000;0,08072;-0,01408;-0,01566;-0,01408;-0,01499;0,0000;10,7;2015-01-12 11:54:11
Source Voltage;0,2000;0,2007;-0,2994;0,0000;0,0000;0,08072;-0,01364;-0,01566;-0,01364;-0,01487;0,0000;14,7;2015-01-12 11:54:11
Source Voltage;0,2500;0,2513;-0,2994;0,0000;0,0000;0,08072;-0,01302;-0,01566;-0,01302;-0,01472;0,0000;19,3;2015-01-12 11:54:12
Source Voltage;0,3000;0,3010;-0,2994;0,0000;0,0000;0,08072;-0,01206;-0,01566;-0,01206;-0,01452;0,0000;25;2015-01-12 11:54:13
Source Voltage;0,3500;0,3510;-0,2994;0,0000;0,0000;0,08072;-0,01052;-0,01566;-0,01052;-0,01423;0,0000;33,4;2015-01-12 11:54:13
Source Voltage;0,4000;0,4010;-0,2994;0,0000;0,0000;0,08072;-0,00821;-0,01566;-0,00821;-0,01383;0,0000;48,8;2015-01-12 11:54:14
Source Voltage;0,4500;0,4508;-0,2994;0,0000;0,0000;0,08072;-0,0049;-0,01566;-0,0049;-0,01327;0,0000;92;2015-01-12 11:54:14
Source Voltage;0,5000;0,5007;-0,2994;0,0000;0,0000;0,08072;-0,00034;-0,01566;-0,00034;-0,01251;0,0000;1472,6;2015-01-12 11:54:15
Source Voltage;0,5500;0,5509;-0,2994;0,0000;0,0000;0,08072;0,0054;-0,01566;0,0054;-0,01152;0,0000;102;2015-01-12 11:54:16
Source Voltage;0,6000;0,6007;-0,2994;0,0000;0,0000;0,08072;0,0121;-0,01566;0,0121;-0,01028;0,0000;49,6;2015-01-12 11:54:16
