2015-01-12 11:48:13
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,01326;-0,01326;-0,01326;-0,01326;0,0000;22,6;2015-01-12 11:48:13
Source Voltage;-0,2500;-0,2491;-0,2991;0,0000;0,0000;0,08072;-0,01318;-0,01326;-0,01318;-0,01322;0,0000;18,9;2015-01-12 11:48:14
Source Voltage;-0,2000;-0,1992;-0,2991;0,0000;0,0000;0,08072;-0,01306;-0,01326;-0,01306;-0,01317;0,0000;15,3;2015-01-12 11:48:15
Source Voltage;-0,1500;-0,1490;-0,2991;0,0000;0,0000;0,08072;-0,01294;-0,01326;-0,01294;-0,01311;0,0000;11,5;2015-01-12 11:48:15
Source Voltage;-0,1000;-0,0991;-0,2991;0,0000;0,0000;0,08072;-0,01278;-0,01326;-0,01278;-0,01304;0,0000;7,8;2015-01-12 11:48:16
Source Voltage;-0,0500;-0,0486;-0,2991;0,0000;0,0000;0,08072;-0,0126;-0,01326;-0,0126;-0,01297;0,0000;3,9;2015-01-12 11:48:17
Source Voltage;0,0000;0,0015;-0,2991;0,0000;0,0000;0,08072;-0,01244;-0,01326;-0,01244;-0,01289;0,0000;0,1;2015-01-12 11:48:17
Source Voltage;0,0500;0,0515;-0,2991;0,0000;0,0000;0,08072;-0,01214;-0,01326;-0,01214;-0,0128;0,0000;4,2;2015-01-12 11:48:18
Source Voltage;0,1000;0,1013;-0,2991;0,0000;0,0000;0,08072;-0,01176;-0,01326;-0,01176;-0,01268;0,0000;8,6;2015-01-12 11:48:18
Source Voltage;0,1500;0,1510;-0,2991;0,0000;0,0000;0,08072;-0,0112;-0,01326;-0,0112;-0,01253;0,0000;13,5;2015-01-12 11:48:19
Source Voltage;0,2000;0,2012;-0,2991;0,0000;0,0000;0,08072;-0,01044;-0,01326;-0,01044;-0,01234;0,0000;19,3;2015-01-12 11:48:20
Source Voltage;0,2500;0,2510;-0,2991;0,0000;0,0000;0,08072;-0,00922;-0,01326;-0,00922;-0,01208;0,0000;27,2;2015-01-12 11:48:20
Source Voltage;0,3000;0,3013;-0,2991;0,0000;0,0000;0,08072;-0,00738;-0,01326;-0,00738;-0,01172;0,0000;40,8;2015-01-12 11:48:21
Source Voltage;0,3500;0,3509;-0,2991;0,0000;0,0000;0,08072;-0,0047;-0,01326;-0,0047;-0,01122;0,0000;74,7;2015-01-12 11:48:21
Source Voltage;0,4000;0,4012;-0,2991;0,0000;0,0000;0,08072;-0,00086;-0,01326;-0,00086;-0,01053;0,0000;466,5;2015-01-12 11:48:22
Source Voltage;0,4500;0,4506;-0,2991;0,0000;0,0000;0,08072;0,00446;-0,01326;0,00446;-0,00959;0,0000;101;2015-01-12 11:48:23
Source Voltage;0,5000;0,5005;-0,2991;0,0000;0,0000;0,08072;0,0115;-0,01326;0,0115;-0,00835;0,0000;43,5;2015-01-12 11:48:23
Source Voltage;0,5500;0,5507;-0,2991;0,0000;0,0000;0,08072;0,02038;-0,01326;0,02038;-0,00675;0,0000;27;2015-01-12 11:48:24
Source Voltage;0,6000;0,6000;-0,2991;0,0000;0,0000;0,08072;0,03096;-0,01326;0,03096;-0,00477;0,0000;19,4;2015-01-12 11:48:24
