2015-01-12 09:35:36
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2997;-0,2997;-0,2997;0,0000;0,08072;-0,01812;-0,01812;-0,01812;-0,01812;0,0000;16,5;2015-01-12 09:35:37
Source Voltage;-0,2500;-0,2497;-0,2997;0,0000;0,0000;0,08072;-0,01798;-0,01812;-0,01798;-0,01805;0,0000;13,9;2015-01-12 09:35:37
Source Voltage;-0,2000;-0,1996;-0,2997;0,0000;0,0000;0,08072;-0,0179;-0,01812;-0,0179;-0,018;0,0000;11,2;2015-01-12 09:35:38
Source Voltage;-0,1500;-0,1492;-0,2997;0,0000;0,0000;0,08072;-0,01772;-0,01812;-0,01772;-0,01793;0,0000;8,4;2015-01-12 09:35:39
Source Voltage;-0,1000;-0,0992;-0,2997;0,0000;0,0000;0,08072;-0,01754;-0,01812;-0,01754;-0,01785;0,0000;5,7;2015-01-12 09:35:39
Source Voltage;-0,0500;-0,0491;-0,2997;0,0000;0,0000;0,08072;-0,01728;-0,01812;-0,01728;-0,01776;0,0000;2,8;2015-01-12 09:35:40
Source Voltage;0,0000;0,0012;-0,2997;0,0000;0,0000;0,08072;-0,01698;-0,01812;-0,01698;-0,01765;0,0000;0,1;2015-01-12 09:35:41
Source Voltage;0,0500;0,0509;-0,2997;0,0000;0,0000;0,08072;-0,0166;-0,01812;-0,0166;-0,01752;0,0000;3,1;2015-01-12 09:35:41
Source Voltage;0,1000;0,1010;-0,2997;0,0000;0,0000;0,08072;-0,01604;-0,01812;-0,01604;-0,01736;0,0000;6,3;2015-01-12 09:35:42
Source Voltage;0,1500;0,1506;-0,2997;0,0000;0,0000;0,08072;-0,01528;-0,01812;-0,01528;-0,01715;0,0000;9,9;2015-01-12 09:35:42
Source Voltage;0,2000;0,2007;-0,2997;0,0000;0,0000;0,08072;-0,0143;-0,01812;-0,0143;-0,01689;0,0000;14;2015-01-12 09:35:43
Source Voltage;0,2500;0,2506;-0,2997;0,0000;0,0000;0,08072;-0,01302;-0,01812;-0,01302;-0,01657;0,0000;19,2;2015-01-12 09:35:44
Source Voltage;0,3000;0,3007;-0,2997;0,0000;0,0000;0,08072;-0,01126;-0,01812;-0,01126;-0,01616;0,0000;26,7;2015-01-12 09:35:44
Source Voltage;0,3500;0,3509;-0,2997;0,0000;0,0000;0,08072;-0,009;-0,01812;-0,009;-0,01565;0,0000;39;2015-01-12 09:35:45
Source Voltage;0,4000;0,4006;-0,2997;0,0000;0,0000;0,08072;-0,00616;-0,01812;-0,00616;-0,01502;0,0000;65;2015-01-12 09:35:45
Source Voltage;0,4500;0,4505;-0,2997;0,0000;0,0000;0,08072;-0,00258;-0,01812;-0,00258;-0,01424;0,0000;174,6;2015-01-12 09:35:46
Source Voltage;0,5000;0,5004;-0,2997;0,0000;0,0000;0,08072;0,00166;-0,01812;0,00166;-0,0133;0,0000;301,4;2015-01-12 09:35:47
Source Voltage;0,5500;0,5504;-0,2997;0,0000;0,0000;0,08072;0,00652;-0,01812;0,00652;-0,0122;0,0000;84,4;2015-01-12 09:35:47
Source Voltage;0,6000;0,6003;-0,2997;0,0000;0,0000;0,08072;0,01176;-0,01812;0,01176;-0,01094;0,0000;51;2015-01-12 09:35:48
