2015-01-12 09:38:25
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01564;-0,01564;-0,01564;-0,01564;0,0000;19,1;2015-01-12 09:38:25
Source Voltage;-0,2500;-0,2491;-0,2994;0,0000;0,0000;0,08072;-0,01558;-0,01564;-0,01558;-0,01561;0,0000;16;2015-01-12 09:38:26
Source Voltage;-0,2000;-0,1997;-0,2994;0,0000;0,0000;0,08072;-0,0155;-0,01564;-0,0155;-0,01557;0,0000;12,9;2015-01-12 09:38:27
Source Voltage;-0,1500;-0,1493;-0,2994;0,0000;0,0000;0,08072;-0,01544;-0,01564;-0,01544;-0,01554;0,0000;9,7;2015-01-12 09:38:27
Source Voltage;-0,1000;-0,0989;-0,2994;0,0000;0,0000;0,08072;-0,01536;-0,01564;-0,01536;-0,0155;0,0000;6,4;2015-01-12 09:38:28
Source Voltage;-0,0500;-0,0490;-0,2994;0,0000;0,0000;0,08072;-0,01526;-0,01564;-0,01526;-0,01546;0,0000;3,2;2015-01-12 09:38:28
Source Voltage;0,0000;0,0009;-0,2994;0,0000;0,0000;0,08072;-0,01516;-0,01564;-0,01516;-0,01542;0,0000;0,1;2015-01-12 09:38:29
Source Voltage;0,0500;0,0508;-0,2994;0,0000;0,0000;0,08072;-0,01502;-0,01564;-0,01502;-0,01537;0,0000;3,4;2015-01-12 09:38:30
Source Voltage;0,1000;0,1013;-0,2994;0,0000;0,0000;0,08072;-0,01486;-0,01564;-0,01486;-0,01531;0,0000;6,8;2015-01-12 09:38:30
Source Voltage;0,1500;0,1510;-0,2994;0,0000;0,0000;0,08072;-0,0146;-0,01564;-0,0146;-0,01524;0,0000;10,3;2015-01-12 09:38:31
Source Voltage;0,2000;0,2009;-0,2994;0,0000;0,0000;0,08072;-0,0142;-0,01564;-0,0142;-0,01515;0,0000;14,1;2015-01-12 09:38:31
Source Voltage;0,2500;0,2506;-0,2994;0,0000;0,0000;0,08072;-0,01362;-0,01564;-0,01362;-0,01502;0,0000;18,4;2015-01-12 09:38:32
Source Voltage;0,3000;0,3007;-0,2994;0,0000;0,0000;0,08072;-0,01268;-0,01564;-0,01268;-0,01484;0,0000;23,7;2015-01-12 09:38:33
Source Voltage;0,3500;0,3511;-0,2994;0,0000;0,0000;0,08072;-0,0111;-0,01564;-0,0111;-0,01457;0,0000;31,6;2015-01-12 09:38:33
Source Voltage;0,4000;0,4007;-0,2994;0,0000;0,0000;0,08072;-0,00871;-0,01564;-0,00871;-0,01418;0,0000;46;2015-01-12 09:38:34
Source Voltage;0,4500;0,4506;-0,2994;0,0000;0,0000;0,08072;-0,00524;-0,01564;-0,00524;-0,01362;0,0000;86;2015-01-12 09:38:35
Source Voltage;0,5000;0,5005;-0,2994;0,0000;0,0000;0,08072;-0,0005;-0,01564;-0,0005;-0,01285;0,0000;1001;2015-01-12 09:38:35
Source Voltage;0,5500;0,5508;-0,2994;0,0000;0,0000;0,08072;0,00548;-0,01564;0,00548;-0,01183;0,0000;100,5;2015-01-12 09:38:36
Source Voltage;0,6000;0,6004;-0,2994;0,0000;0,0000;0,08072;0,0125;-0,01564;0,0125;-0,01055;0,0000;48;2015-01-12 09:38:36
