2015-01-12 09:31:18
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01528;-0,01528;-0,01528;-0,01528;0,0000;19,6;2015-01-12 09:31:19
Source Voltage;-0,2500;-0,2497;-0,2994;0,0000;0,0000;0,08072;-0,01518;-0,01528;-0,01518;-0,01523;0,0000;16,4;2015-01-12 09:31:19
Source Voltage;-0,2000;-0,1997;-0,2994;0,0000;0,0000;0,08072;-0,0151;-0,01528;-0,0151;-0,01519;0,0000;13,2;2015-01-12 09:31:20
Source Voltage;-0,1500;-0,1494;-0,2994;0,0000;0,0000;0,08072;-0,01502;-0,01528;-0,01502;-0,01515;0,0000;9,9;2015-01-12 09:31:21
Source Voltage;-0,1000;-0,0995;-0,2994;0,0000;0,0000;0,08072;-0,01492;-0,01528;-0,01492;-0,0151;0,0000;6,7;2015-01-12 09:31:21
Source Voltage;-0,0500;-0,0491;-0,2994;0,0000;0,0000;0,08072;-0,01484;-0,01528;-0,01484;-0,01506;0,0000;3,3;2015-01-12 09:31:22
Source Voltage;0,0000;0,0007;-0,2994;0,0000;0,0000;0,08072;-0,0147;-0,01528;-0,0147;-0,01501;0,0000;0;2015-01-12 09:31:22
Source Voltage;0,0500;0,0508;-0,2994;0,0000;0,0000;0,08072;-0,01456;-0,01528;-0,01456;-0,01495;0,0000;3,5;2015-01-12 09:31:23
Source Voltage;0,1000;0,1008;-0,2994;0,0000;0,0000;0,08072;-0,01436;-0,01528;-0,01436;-0,01488;0,0000;7;2015-01-12 09:31:24
Source Voltage;0,1500;0,1508;-0,2994;0,0000;0,0000;0,08072;-0,01406;-0,01528;-0,01406;-0,0148;0,0000;10,7;2015-01-12 09:31:24
Source Voltage;0,2000;0,2010;-0,2994;0,0000;0,0000;0,08072;-0,01366;-0,01528;-0,01366;-0,0147;0,0000;14,7;2015-01-12 09:31:25
Source Voltage;0,2500;0,2507;-0,2994;0,0000;0,0000;0,08072;-0,01304;-0,01528;-0,01304;-0,01456;0,0000;19,2;2015-01-12 09:31:25
Source Voltage;0,3000;0,3007;-0,2994;0,0000;0,0000;0,08072;-0,01208;-0,01528;-0,01208;-0,01437;0,0000;24,9;2015-01-12 09:31:26
Source Voltage;0,3500;0,3509;-0,2994;0,0000;0,0000;0,08072;-0,01058;-0,01528;-0,01058;-0,0141;0,0000;33,2;2015-01-12 09:31:27
Source Voltage;0,4000;0,4009;-0,2994;0,0000;0,0000;0,08072;-0,00832;-0,01528;-0,00832;-0,01371;0,0000;48,2;2015-01-12 09:31:27
Source Voltage;0,4500;0,4505;-0,2994;0,0000;0,0000;0,08072;-0,00499;-0,01528;-0,00499;-0,01316;0,0000;90,3;2015-01-12 09:31:28
Source Voltage;0,5000;0,5008;-0,2994;0,0000;0,0000;0,08072;-0,00042;-0,01528;-0,00042;-0,01241;0,0000;1192,4;2015-01-12 09:31:28
Source Voltage;0,5500;0,5507;-0,2994;0,0000;0,0000;0,08072;0,00552;-0,01528;0,00552;-0,01141;0,0000;99,8;2015-01-12 09:31:29
Source Voltage;0,6000;0,6005;-0,2994;0,0000;0,0000;0,08072;0,0125;-0,01528;0,0125;-0,01015;0,0000;48;2015-01-12 09:31:30
