2015-01-12 08:48:48
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01144;-0,01144;-0,01144;-0,01144;0,0000;26,2;2015-01-12 08:48:49
Source Voltage;-0,2500;-0,2496;-0,2994;0,0000;0,0000;0,08072;-0,01116;-0,01144;-0,01116;-0,0113;0,0000;22,4;2015-01-12 08:48:49
Source Voltage;-0,2000;-0,1998;-0,2994;0,0000;0,0000;0,08072;-0,01084;-0,01144;-0,01084;-0,01115;0,0000;18,4;2015-01-12 08:48:50
Source Voltage;-0,1500;-0,1497;-0,2994;0,0000;0,0000;0,08072;-0,0106;-0,01144;-0,0106;-0,01101;0,0000;14,1;2015-01-12 08:48:51
Source Voltage;-0,1000;-0,0995;-0,2994;0,0000;0,0000;0,08072;-0,01028;-0,01144;-0,01028;-0,01086;0,0000;9,7;2015-01-12 08:48:51
Source Voltage;-0,0500;-0,0493;-0,2994;0,0000;0,0000;0,08072;-0,0099;-0,01144;-0,0099;-0,0107;0,0000;5;2015-01-12 08:48:52
Source Voltage;0,0000;0,0009;-0,2994;0,0000;0,0000;0,08072;-0,00944;-0,01144;-0,00944;-0,01052;0,0000;0,1;2015-01-12 08:48:52
Source Voltage;0,0500;0,0513;-0,2994;0,0000;0,0000;0,08072;-0,00888;-0,01144;-0,00888;-0,01032;0,0000;5,8;2015-01-12 08:48:53
Source Voltage;0,1000;0,1006;-0,2994;0,0000;0,0000;0,08072;-0,0081;-0,01144;-0,0081;-0,01007;0,0000;12,4;2015-01-12 08:48:54
Source Voltage;0,1500;0,1505;-0,2994;0,0000;0,0000;0,08072;-0,00698;-0,01144;-0,00698;-0,00976;0,0000;21,6;2015-01-12 08:48:54
Source Voltage;0,2000;0,2006;-0,2994;0,0000;0,0000;0,08072;-0,00538;-0,01144;-0,00538;-0,00936;0,0000;37,3;2015-01-12 08:48:55
Source Voltage;0,2500;0,2506;-0,2994;0,0000;0,0000;0,08072;-0,00312;-0,01144;-0,00312;-0,00884;0,0000;80,3;2015-01-12 08:48:55
Source Voltage;0,3000;0,3005;-0,2994;0,0000;0,0000;0,08072;-6E-05;-0,01144;-6E-05;-0,00816;0,0000;5008,3;2015-01-12 08:48:56
Source Voltage;0,3500;0,3510;-0,2994;0,0000;0,0000;0,08072;0,00392;-0,01144;0,00392;-0,0073;0,0000;89,5;2015-01-12 08:48:57
Source Voltage;0,4000;0,4006;-0,2994;0,0000;0,0000;0,08072;0,00892;-0,01144;0,00892;-0,00622;0,0000;44,9;2015-01-12 08:48:57
Source Voltage;0,4500;0,4503;-0,2994;0,0000;0,0000;0,08072;0,01494;-0,01144;0,01494;-0,0049;0,0000;30,1;2015-01-12 08:48:58
Source Voltage;0,5000;0,5002;-0,2994;0,0000;0,0000;0,08072;0,02188;-0,01144;0,02188;-0,00332;0,0000;22,9;2015-01-12 08:48:58
Source Voltage;0,5500;0,5501;-0,2994;0,0000;0,0000;0,08072;0,0295;-0,01144;0,0295;-0,0015;0,0000;18,6;2015-01-12 08:48:59
Source Voltage;0,6000;0,6000;-0,2994;0,0000;0,0000;0,08072;0,03776;-0,01144;0,03776;0,00057;0,0000;15,9;2015-01-12 08:49:00
