2015-01-12 11:27:21
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2990;-0,2990;-0,2990;0,0000;0,08072;-0,01318;-0,01318;-0,01318;-0,01318;0,0000;22,7;2015-01-12 11:27:22
Source Voltage;-0,2500;-0,2491;-0,2990;0,0000;0,0000;0,08072;-0,0131;-0,01318;-0,0131;-0,01314;0,0000;19;2015-01-12 11:27:22
Source Voltage;-0,2000;-0,1990;-0,2990;0,0000;0,0000;0,08072;-0,01298;-0,01318;-0,01298;-0,01309;0,0000;15,3;2015-01-12 11:27:23
Source Voltage;-0,1500;-0,1492;-0,2990;0,0000;0,0000;0,08072;-0,01284;-0,01318;-0,01284;-0,01303;0,0000;11,6;2015-01-12 11:27:23
Source Voltage;-0,1000;-0,0991;-0,2990;0,0000;0,0000;0,08072;-0,0127;-0,01318;-0,0127;-0,01296;0,0000;7,8;2015-01-12 11:27:24
Source Voltage;-0,0500;-0,0493;-0,2990;0,0000;0,0000;0,08072;-0,01254;-0,01318;-0,01254;-0,01289;0,0000;3,9;2015-01-12 11:27:25
Source Voltage;0,0000;0,0010;-0,2990;0,0000;0,0000;0,08072;-0,01232;-0,01318;-0,01232;-0,01281;0,0000;0,1;2015-01-12 11:27:25
Source Voltage;0,0500;0,0510;-0,2990;0,0000;0,0000;0,08072;-0,01206;-0,01318;-0,01206;-0,01272;0,0000;4,2;2015-01-12 11:27:26
Source Voltage;0,1000;0,1011;-0,2990;0,0000;0,0000;0,08072;-0,01168;-0,01318;-0,01168;-0,0126;0,0000;8,7;2015-01-12 11:27:27
Source Voltage;0,1500;0,1509;-0,2990;0,0000;0,0000;0,08072;-0,0112;-0,01318;-0,0112;-0,01246;0,0000;13,5;2015-01-12 11:27:27
Source Voltage;0,2000;0,2008;-0,2990;0,0000;0,0000;0,08072;-0,01048;-0,01318;-0,01048;-0,01228;0,0000;19,2;2015-01-12 11:27:28
Source Voltage;0,2500;0,2505;-0,2990;0,0000;0,0000;0,08072;-0,0094;-0,01318;-0,0094;-0,01204;0,0000;26,6;2015-01-12 11:27:28
Source Voltage;0,3000;0,3008;-0,2990;0,0000;0,0000;0,08072;-0,00788;-0,01318;-0,00788;-0,01172;0,0000;38,2;2015-01-12 11:27:29
Source Voltage;0,3500;0,3513;-0,2990;0,0000;0,0000;0,08072;-0,00574;-0,01318;-0,00574;-0,01129;0,0000;61,2;2015-01-12 11:27:30
Source Voltage;0,4000;0,4008;-0,2990;0,0000;0,0000;0,08072;-0,00286;-0,01318;-0,00286;-0,01073;0,0000;140,1;2015-01-12 11:27:30
Source Voltage;0,4500;0,4511;-0,2990;0,0000;0,0000;0,08072;0,00096;-0,01318;0,00096;-0,01;0,0000;469,9;2015-01-12 11:27:31
Source Voltage;0,5000;0,5010;-0,2990;0,0000;0,0000;0,08072;0,00582;-0,01318;0,00582;-0,00907;0,0000;86,1;2015-01-12 11:27:31
Source Voltage;0,5500;0,5507;-0,2990;0,0000;0,0000;0,08072;0,01172;-0,01318;0,01172;-0,00791;0,0000;47;2015-01-12 11:27:32
Source Voltage;0,6000;0,6005;-0,2990;0,0000;0,0000;0,08072;0,01852;-0,01318;0,01852;-0,00652;0,0000;32,4;2015-01-12 11:27:33
