2015-01-12 11:42:36
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2992;-0,2992;-0,2992;0,0000;0,08072;-0,01344;-0,01344;-0,01344;-0,01344;0,0000;22,3;2015-01-12 11:42:36
Source Voltage;-0,2500;-0,2493;-0,2992;0,0000;0,0000;0,08072;-0,0133;-0,01344;-0,0133;-0,01337;0,0000;18,7;2015-01-12 11:42:37
Source Voltage;-0,2000;-0,1996;-0,2992;0,0000;0,0000;0,08072;-0,01314;-0,01344;-0,01314;-0,01329;0,0000;15,2;2015-01-12 11:42:38
Source Voltage;-0,1500;-0,1492;-0,2992;0,0000;0,0000;0,08072;-0,01294;-0,01344;-0,01294;-0,0132;0,0000;11,5;2015-01-12 11:42:38
Source Voltage;-0,1000;-0,0989;-0,2992;0,0000;0,0000;0,08072;-0,01274;-0,01344;-0,01274;-0,01311;0,0000;7,8;2015-01-12 11:42:39
Source Voltage;-0,0500;-0,0483;-0,2992;0,0000;0,0000;0,08072;-0,01248;-0,01344;-0,01248;-0,013;0,0000;3,9;2015-01-12 11:42:40
Source Voltage;0,0000;0,0014;-0,2992;0,0000;0,0000;0,08072;-0,01218;-0,01344;-0,01218;-0,01288;0,0000;0,1;2015-01-12 11:42:40
Source Voltage;0,0500;0,0511;-0,2992;0,0000;0,0000;0,08072;-0,01176;-0,01344;-0,01176;-0,01274;0,0000;4,3;2015-01-12 11:42:41
Source Voltage;0,1000;0,1011;-0,2992;0,0000;0,0000;0,08072;-0,01124;-0,01344;-0,01124;-0,01257;0,0000;9;2015-01-12 11:42:41
Source Voltage;0,1500;0,1510;-0,2992;0,0000;0,0000;0,08072;-0,0105;-0,01344;-0,0105;-0,01236;0,0000;14,4;2015-01-12 11:42:42
Source Voltage;0,2000;0,2008;-0,2992;0,0000;0,0000;0,08072;-0,00948;-0,01344;-0,00948;-0,0121;0,0000;21,2;2015-01-12 11:42:43
Source Voltage;0,2500;0,2507;-0,2992;0,0000;0,0000;0,08072;-0,00808;-0,01344;-0,00808;-0,01176;0,0000;31;2015-01-12 11:42:43
Source Voltage;0,3000;0,3016;-0,2992;0,0000;0,0000;0,08072;-0,00616;-0,01344;-0,00616;-0,01133;0,0000;49;2015-01-12 11:42:44
Source Voltage;0,3500;0,3513;-0,2992;0,0000;0,0000;0,08072;-0,00364;-0,01344;-0,00364;-0,01078;0,0000;96,5;2015-01-12 11:42:44
Source Voltage;0,4000;0,4013;-0,2992;0,0000;0,0000;0,08072;-0,00034;-0,01344;-0,00034;-0,01008;0,0000;1180,3;2015-01-12 11:42:45
Source Voltage;0,4500;0,4509;-0,2992;0,0000;0,0000;0,08072;0,00386;-0,01344;0,00386;-0,00921;0,0000;116,8;2015-01-12 11:42:46
Source Voltage;0,5000;0,5006;-0,2992;0,0000;0,0000;0,08072;0,00895;-0,01344;0,00895;-0,00814;0,0000;55,9;2015-01-12 11:42:46
Source Voltage;0,5500;0,5509;-0,2992;0,0000;0,0000;0,08072;0,01496;-0,01344;0,01496;-0,00686;0,0000;36,8;2015-01-12 11:42:47
Source Voltage;0,6000;0,6005;-0,2992;0,0000;0,0000;0,08072;0,02156;-0,01344;0,02156;-0,00536;0,0000;27,9;2015-01-12 11:42:47
