2015-01-12 11:56:33
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01616;-0,01616;-0,01616;-0,01616;0,0000;18,5;2015-01-12 11:56:34
Source Voltage;-0,2500;-0,2493;-0,2993;0,0000;0,0000;0,08072;-0,01611;-0,01616;-0,01611;-0,01614;0,0000;15,5;2015-01-12 11:56:34
Source Voltage;-0,2000;-0,1993;-0,2993;0,0000;0,0000;0,08072;-0,01604;-0,01616;-0,01604;-0,01611;0,0000;12,4;2015-01-12 11:56:35
Source Voltage;-0,1500;-0,1493;-0,2993;0,0000;0,0000;0,08072;-0,01598;-0,01616;-0,01598;-0,01608;0,0000;9,3;2015-01-12 11:56:36
Source Voltage;-0,1000;-0,0991;-0,2993;0,0000;0,0000;0,08072;-0,01586;-0,01616;-0,01586;-0,01604;0,0000;6,2;2015-01-12 11:56:36
Source Voltage;-0,0500;-0,0488;-0,2993;0,0000;0,0000;0,08072;-0,01578;-0,01616;-0,01578;-0,016;0,0000;3,1;2015-01-12 11:56:37
Source Voltage;0,0000;0,0012;-0,2993;0,0000;0,0000;0,08072;-0,01564;-0,01616;-0,01564;-0,01595;0,0000;0,1;2015-01-12 11:56:37
Source Voltage;0,0500;0,0511;-0,2993;0,0000;0,0000;0,08072;-0,01548;-0,01616;-0,01548;-0,01589;0,0000;3,3;2015-01-12 11:56:38
Source Voltage;0,1000;0,1014;-0,2993;0,0000;0,0000;0,08072;-0,0153;-0,01616;-0,0153;-0,01582;0,0000;6,6;2015-01-12 11:56:39
Source Voltage;0,1500;0,1510;-0,2993;0,0000;0,0000;0,08072;-0,01498;-0,01616;-0,01498;-0,01574;0,0000;10,1;2015-01-12 11:56:39
Source Voltage;0,2000;0,2009;-0,2993;0,0000;0,0000;0,08072;-0,01456;-0,01616;-0,01456;-0,01563;0,0000;13,8;2015-01-12 11:56:40
Source Voltage;0,2500;0,2512;-0,2993;0,0000;0,0000;0,08072;-0,01394;-0,01616;-0,01394;-0,01549;0,0000;18;2015-01-12 11:56:40
Source Voltage;0,3000;0,3010;-0,2993;0,0000;0,0000;0,08072;-0,01286;-0,01616;-0,01286;-0,01529;0,0000;23,4;2015-01-12 11:56:41
Source Voltage;0,3500;0,3509;-0,2993;0,0000;0,0000;0,08072;-0,01124;-0,01616;-0,01124;-0,015;0,0000;31,2;2015-01-12 11:56:42
Source Voltage;0,4000;0,4008;-0,2993;0,0000;0,0000;0,08072;-0,00871;-0,01616;-0,00871;-0,01458;0,0000;46;2015-01-12 11:56:42
Source Voltage;0,4500;0,4509;-0,2993;0,0000;0,0000;0,08072;-0,0052;-0,01616;-0,0052;-0,01399;0,0000;86,7;2015-01-12 11:56:43
Source Voltage;0,5000;0,5005;-0,2993;0,0000;0,0000;0,08072;-0,00066;-0,01616;-0,00066;-0,01321;0,0000;758,3;2015-01-12 11:56:44
Source Voltage;0,5500;0,5507;-0,2993;0,0000;0,0000;0,08072;0,0047;-0,01616;0,0047;-0,01222;0,0000;117,2;2015-01-12 11:56:44
Source Voltage;0,6000;0,6006;-0,2993;0,0000;0,0000;0,08072;0,01058;-0,01616;0,01058;-0,01102;0,0000;56,8;2015-01-12 11:56:45
