2015-01-12 11:55:15
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2992;-0,2992;-0,2992;0,0000;0,08072;-0,01298;-0,01298;-0,01298;-0,01298;0,0000;23,1;2015-01-12 11:55:15
Source Voltage;-0,2500;-0,2495;-0,2992;0,0000;0,0000;0,08072;-0,01292;-0,01298;-0,01292;-0,01295;0,0000;19,3;2015-01-12 11:55:16
Source Voltage;-0,2000;-0,1994;-0,2992;0,0000;0,0000;0,08072;-0,0128;-0,01298;-0,0128;-0,0129;0,0000;15,6;2015-01-12 11:55:17
Source Voltage;-0,1500;-0,1492;-0,2992;0,0000;0,0000;0,08072;-0,01268;-0,01298;-0,01268;-0,01284;0,0000;11,8;2015-01-12 11:55:17
Source Voltage;-0,1000;-0,0990;-0,2992;0,0000;0,0000;0,08072;-0,0125;-0,01298;-0,0125;-0,01277;0,0000;7,9;2015-01-12 11:55:18
Source Voltage;-0,0500;-0,0490;-0,2992;0,0000;0,0000;0,08072;-0,0123;-0,01298;-0,0123;-0,01269;0,0000;4;2015-01-12 11:55:18
Source Voltage;0,0000;0,0016;-0,2992;0,0000;0,0000;0,08072;-0,01208;-0,01298;-0,01208;-0,0126;0,0000;0,1;2015-01-12 11:55:19
Source Voltage;0,0500;0,0511;-0,2992;0,0000;0,0000;0,08072;-0,01176;-0,01298;-0,01176;-0,0125;0,0000;4,3;2015-01-12 11:55:20
Source Voltage;0,1000;0,1013;-0,2992;0,0000;0,0000;0,08072;-0,01134;-0,01298;-0,01134;-0,01237;0,0000;8,9;2015-01-12 11:55:20
Source Voltage;0,1500;0,1515;-0,2992;0,0000;0,0000;0,08072;-0,01072;-0,01298;-0,01072;-0,0122;0,0000;14,1;2015-01-12 11:55:21
Source Voltage;0,2000;0,2015;-0,2992;0,0000;0,0000;0,08072;-0,00978;-0,01298;-0,00978;-0,01198;0,0000;20,6;2015-01-12 11:55:22
Source Voltage;0,2500;0,2512;-0,2992;0,0000;0,0000;0,08072;-0,00836;-0,01298;-0,00836;-0,01168;0,0000;30;2015-01-12 11:55:22
Source Voltage;0,3000;0,3013;-0,2992;0,0000;0,0000;0,08072;-0,0061;-0,01298;-0,0061;-0,01125;0,0000;49,4;2015-01-12 11:55:23
Source Voltage;0,3500;0,3507;-0,2992;0,0000;0,0000;0,08072;-0,00282;-0,01298;-0,00282;-0,01065;0,0000;124,4;2015-01-12 11:55:23
Source Voltage;0,4000;0,4009;-0,2992;0,0000;0,0000;0,08072;0,0019;-0,01298;0,0019;-0,00981;0,0000;211;2015-01-12 11:55:24
Source Voltage;0,4500;0,4510;-0,2992;0,0000;0,0000;0,08072;0,00836;-0,01298;0,00836;-0,00867;0,0000;53,9;2015-01-12 11:55:25
Source Voltage;0,5000;0,5008;-0,2992;0,0000;0,0000;0,08072;0,01696;-0,01298;0,01696;-0,00716;0,0000;29,5;2015-01-12 11:55:25
Source Voltage;0,5500;0,5506;-0,2992;0,0000;0,0000;0,08072;0,02774;-0,01298;0,02774;-0,00522;0,0000;19,8;2015-01-12 11:55:26
Source Voltage;0,6000;0,6003;-0,2992;0,0000;0,0000;0,08072;0,04065;-0,01298;0,04065;-0,00281;0,0000;14,8;2015-01-12 11:55:26
