2015-01-12 11:56:07
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01528;-0,01528;-0,01528;-0,01528;0,0000;19,6;2015-01-12 11:56:07
Source Voltage;-0,2500;-0,2493;-0,2993;0,0000;0,0000;0,08072;-0,01522;-0,01528;-0,01522;-0,01525;0,0000;16,4;2015-01-12 11:56:08
Source Voltage;-0,2000;-0,1994;-0,2993;0,0000;0,0000;0,08072;-0,0151;-0,01528;-0,0151;-0,0152;0,0000;13,2;2015-01-12 11:56:08
Source Voltage;-0,1500;-0,1492;-0,2993;0,0000;0,0000;0,08072;-0,01498;-0,01528;-0,01498;-0,01515;0,0000;10;2015-01-12 11:56:09
Source Voltage;-0,1000;-0,0990;-0,2993;0,0000;0,0000;0,08072;-0,0149;-0,01528;-0,0149;-0,0151;0,0000;6,6;2015-01-12 11:56:10
Source Voltage;-0,0500;-0,0490;-0,2993;0,0000;0,0000;0,08072;-0,01478;-0,01528;-0,01478;-0,01505;0,0000;3,3;2015-01-12 11:56:10
Source Voltage;0,0000;0,0011;-0,2993;0,0000;0,0000;0,08072;-0,0146;-0,01528;-0,0146;-0,01499;0,0000;0,1;2015-01-12 11:56:11
Source Voltage;0,0500;0,0510;-0,2993;0,0000;0,0000;0,08072;-0,01442;-0,01528;-0,01442;-0,01492;0,0000;3,5;2015-01-12 11:56:11
Source Voltage;0,1000;0,1014;-0,2993;0,0000;0,0000;0,08072;-0,01414;-0,01528;-0,01414;-0,01483;0,0000;7,2;2015-01-12 11:56:12
Source Voltage;0,1500;0,1512;-0,2993;0,0000;0,0000;0,08072;-0,01382;-0,01528;-0,01382;-0,01473;0,0000;10,9;2015-01-12 11:56:13
Source Voltage;0,2000;0,2009;-0,2993;0,0000;0,0000;0,08072;-0,0133;-0,01528;-0,0133;-0,0146;0,0000;15,1;2015-01-12 11:56:13
Source Voltage;0,2500;0,2509;-0,2993;0,0000;0,0000;0,08072;-0,01258;-0,01528;-0,01258;-0,01443;0,0000;19,9;2015-01-12 11:56:14
Source Voltage;0,3000;0,3010;-0,2993;0,0000;0,0000;0,08072;-0,0114;-0,01528;-0,0114;-0,0142;0,0000;26,4;2015-01-12 11:56:14
Source Voltage;0,3500;0,3510;-0,2993;0,0000;0,0000;0,08072;-0,00958;-0,01528;-0,00958;-0,01387;0,0000;36,6;2015-01-12 11:56:15
Source Voltage;0,4000;0,4012;-0,2993;0,0000;0,0000;0,08072;-0,00686;-0,01528;-0,00686;-0,0134;0,0000;58,5;2015-01-12 11:56:16
Source Voltage;0,4500;0,4510;-0,2993;0,0000;0,0000;0,08072;-0,00302;-0,01528;-0,00302;-0,01275;0,0000;149,3;2015-01-12 11:56:16
Source Voltage;0,5000;0,5009;-0,2993;0,0000;0,0000;0,08072;0,00196;-0,01528;0,00196;-0,01188;0,0000;255,6;2015-01-12 11:56:17
Source Voltage;0,5500;0,5511;-0,2993;0,0000;0,0000;0,08072;0,008;-0,01528;0,008;-0,01078;0,0000;68,9;2015-01-12 11:56:17
Source Voltage;0,6000;0,6006;-0,2993;0,0000;0,0000;0,08072;0,01486;-0,01528;0,01486;-0,00943;0,0000;40,4;2015-01-12 11:56:18
