2015-01-12 08:39:32
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01342;-0,01342;-0,01342;-0,01342;0,0000;22,3;2015-01-12 08:39:32
Source Voltage;-0,2500;-0,2498;-0,2993;0,0000;0,0000;0,08072;-0,01332;-0,01342;-0,01332;-0,01337;0,0000;18,8;2015-01-12 08:39:33
Source Voltage;-0,2000;-0,1999;-0,2993;0,0000;0,0000;0,08072;-0,01316;-0,01342;-0,01316;-0,0133;0,0000;15,2;2015-01-12 08:39:34
Source Voltage;-0,1500;-0,1494;-0,2993;0,0000;0,0000;0,08072;-0,01296;-0,01342;-0,01296;-0,01322;0,0000;11,5;2015-01-12 08:39:34
Source Voltage;-0,1000;-0,0998;-0,2993;0,0000;0,0000;0,08072;-0,01276;-0,01342;-0,01276;-0,01313;0,0000;7,8;2015-01-12 08:39:35
Source Voltage;-0,0500;-0,0491;-0,2993;0,0000;0,0000;0,08072;-0,01256;-0,01342;-0,01256;-0,01304;0,0000;3,9;2015-01-12 08:39:35
Source Voltage;0,0000;0,0007;-0,2993;0,0000;0,0000;0,08072;-0,01226;-0,01342;-0,01226;-0,01293;0,0000;0,1;2015-01-12 08:39:36
Source Voltage;0,0500;0,0507;-0,2993;0,0000;0,0000;0,08072;-0,0119;-0,01342;-0,0119;-0,0128;0,0000;4,3;2015-01-12 08:39:37
Source Voltage;0,1000;0,1006;-0,2993;0,0000;0,0000;0,08072;-0,0114;-0,01342;-0,0114;-0,01264;0,0000;8,8;2015-01-12 08:39:37
Source Voltage;0,1500;0,1506;-0,2993;0,0000;0,0000;0,08072;-0,01074;-0,01342;-0,01074;-0,01245;0,0000;14;2015-01-12 08:39:38
Source Voltage;0,2000;0,2007;-0,2993;0,0000;0,0000;0,08072;-0,0098;-0,01342;-0,0098;-0,01221;0,0000;20,5;2015-01-12 08:39:38
Source Voltage;0,2500;0,2504;-0,2993;0,0000;0,0000;0,08072;-0,00852;-0,01342;-0,00852;-0,0119;0,0000;29,4;2015-01-12 08:39:39
Source Voltage;0,3000;0,3007;-0,2993;0,0000;0,0000;0,08072;-0,00674;-0,01342;-0,00674;-0,0115;0,0000;44,6;2015-01-12 08:39:40
Source Voltage;0,3500;0,3502;-0,2993;0,0000;0,0000;0,08072;-0,00438;-0,01342;-0,00438;-0,01099;0,0000;80;2015-01-12 08:39:40
Source Voltage;0,4000;0,4005;-0,2993;0,0000;0,0000;0,08072;-0,0013;-0,01342;-0,0013;-0,01034;0,0000;308,1;2015-01-12 08:39:41
Source Voltage;0,4500;0,4509;-0,2993;0,0000;0,0000;0,08072;0,00266;-0,01342;0,00266;-0,00953;0,0000;169,5;2015-01-12 08:39:41
Source Voltage;0,5000;0,5005;-0,2993;0,0000;0,0000;0,08072;0,00756;-0,01342;0,00756;-0,00852;0,0000;66,2;2015-01-12 08:39:42
Source Voltage;0,5500;0,5504;-0,2993;0,0000;0,0000;0,08072;0,01328;-0,01342;0,01328;-0,00731;0,0000;41,4;2015-01-12 08:39:43
Source Voltage;0,6000;0,5997;-0,2993;0,0000;0,0000;0,08072;0,01978;-0,01342;0,01978;-0,00588;0,0000;30,3;2015-01-12 08:39:43
