2015-01-12 08:56:39
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2997;-0,2997;-0,2997;0,0000;0,08072;-0,01698;-0,01698;-0,01698;-0,01698;0,0000;17,7;2015-01-12 08:56:39
Source Voltage;-0,2500;-0,2495;-0,2997;0,0000;0,0000;0,08072;-0,0169;-0,01698;-0,0169;-0,01694;0,0000;14,8;2015-01-12 08:56:40
Source Voltage;-0,2000;-0,1998;-0,2997;0,0000;0,0000;0,08072;-0,0167;-0,01698;-0,0167;-0,01686;0,0000;12;2015-01-12 08:56:41
Source Voltage;-0,1500;-0,1497;-0,2997;0,0000;0,0000;0,08072;-0,01656;-0,01698;-0,01656;-0,01678;0,0000;9;2015-01-12 08:56:41
Source Voltage;-0,1000;-0,0991;-0,2997;0,0000;0,0000;0,08072;-0,01636;-0,01698;-0,01636;-0,0167;0,0000;6,1;2015-01-12 08:56:42
Source Voltage;-0,0500;-0,0493;-0,2997;0,0000;0,0000;0,08072;-0,01606;-0,01698;-0,01606;-0,01659;0,0000;3,1;2015-01-12 08:56:42
Source Voltage;0,0000;0,0007;-0,2997;0,0000;0,0000;0,08072;-0,01578;-0,01698;-0,01578;-0,01647;0,0000;0;2015-01-12 08:56:43
Source Voltage;0,0500;0,0508;-0,2997;0,0000;0,0000;0,08072;-0,01534;-0,01698;-0,01534;-0,01633;0,0000;3,3;2015-01-12 08:56:44
Source Voltage;0,1000;0,1009;-0,2997;0,0000;0,0000;0,08072;-0,01478;-0,01698;-0,01478;-0,01616;0,0000;6,8;2015-01-12 08:56:44
Source Voltage;0,1500;0,1508;-0,2997;0,0000;0,0000;0,08072;-0,01406;-0,01698;-0,01406;-0,01595;0,0000;10,7;2015-01-12 08:56:45
Source Voltage;0,2000;0,2004;-0,2997;0,0000;0,0000;0,08072;-0,01312;-0,01698;-0,01312;-0,01569;0,0000;15,3;2015-01-12 08:56:45
Source Voltage;0,2500;0,2507;-0,2997;0,0000;0,0000;0,08072;-0,01184;-0,01698;-0,01184;-0,01537;0,0000;21,2;2015-01-12 08:56:46
Source Voltage;0,3000;0,3006;-0,2997;0,0000;0,0000;0,08072;-0,01016;-0,01698;-0,01016;-0,01497;0,0000;29,6;2015-01-12 08:56:47
Source Voltage;0,3500;0,3505;-0,2997;0,0000;0,0000;0,08072;-0,00806;-0,01698;-0,00806;-0,01448;0,0000;43,5;2015-01-12 08:56:47
Source Voltage;0,4000;0,4006;-0,2997;0,0000;0,0000;0,08072;-0,00536;-0,01698;-0,00536;-0,01387;0,0000;74,7;2015-01-12 08:56:48
Source Voltage;0,4500;0,4506;-0,2997;0,0000;0,0000;0,08072;-0,00204;-0,01698;-0,00204;-0,01313;0,0000;220,9;2015-01-12 08:56:48
Source Voltage;0,5000;0,5004;-0,2997;0,0000;0,0000;0,08072;0,00208;-0,01698;0,00208;-0,01224;0,0000;240,6;2015-01-12 08:56:49
Source Voltage;0,5500;0,5507;-0,2997;0,0000;0,0000;0,08072;0,00688;-0,01698;0,00688;-0,01118;0,0000;80;2015-01-12 08:56:50
Source Voltage;0,6000;0,6000;-0,2997;0,0000;0,0000;0,08072;0,01236;-0,01698;0,01236;-0,00994;0,0000;48,5;2015-01-12 08:56:50
