2015-01-12 08:28:28
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2997;-0,2997;-0,2997;0,0000;0,08072;-0,0109;-0,0109;-0,0109;-0,0109;0,0000;27,5;2015-01-12 08:28:28
Source Voltage;-0,2500;-0,2501;-0,2997;0,0000;0,0000;0,08072;-0,01074;-0,0109;-0,01074;-0,01082;0,0000;23,3;2015-01-12 08:28:29
Source Voltage;-0,2000;-0,1996;-0,2997;0,0000;0,0000;0,08072;-0,01054;-0,0109;-0,01054;-0,01073;0,0000;18,9;2015-01-12 08:28:30
Source Voltage;-0,1500;-0,1496;-0,2997;0,0000;0,0000;0,08072;-0,01032;-0,0109;-0,01032;-0,01063;0,0000;14,5;2015-01-12 08:28:30
Source Voltage;-0,1000;-0,0997;-0,2997;0,0000;0,0000;0,08072;-0,01006;-0,0109;-0,01006;-0,01052;0,0000;9,9;2015-01-12 08:28:31
Source Voltage;-0,0500;-0,0494;-0,2997;0,0000;0,0000;0,08072;-0,00974;-0,0109;-0,00974;-0,01039;0,0000;5,1;2015-01-12 08:28:31
Source Voltage;0,0000;0,0005;-0,2997;0,0000;0,0000;0,08072;-0,0093;-0,0109;-0,0093;-0,01023;0,0000;0,1;2015-01-12 08:28:32
Source Voltage;0,0500;0,0507;-0,2997;0,0000;0,0000;0,08072;-0,00874;-0,0109;-0,00874;-0,01004;0,0000;5,8;2015-01-12 08:28:33
Source Voltage;0,1000;0,1005;-0,2997;0,0000;0,0000;0,08072;-0,00798;-0,0109;-0,00798;-0,00981;0,0000;12,6;2015-01-12 08:28:33
Source Voltage;0,1500;0,1505;-0,2997;0,0000;0,0000;0,08072;-0,00696;-0,0109;-0,00696;-0,00952;0,0000;21,6;2015-01-12 08:28:34
Source Voltage;0,2000;0,2005;-0,2997;0,0000;0,0000;0,08072;-0,00558;-0,0109;-0,00558;-0,00916;0,0000;35,9;2015-01-12 08:28:34
Source Voltage;0,2500;0,2500;-0,2997;0,0000;0,0000;0,08072;-0,00378;-0,0109;-0,00378;-0,00871;0,0000;66,1;2015-01-12 08:28:35
Source Voltage;0,3000;0,3004;-0,2997;0,0000;0,0000;0,08072;-0,00138;-0,0109;-0,00138;-0,00815;0,0000;217,7;2015-01-12 08:28:36
Source Voltage;0,3500;0,3502;-0,2997;0,0000;0,0000;0,08072;0,00174;-0,0109;0,00174;-0,00744;0,0000;201,3;2015-01-12 08:28:36
Source Voltage;0,4000;0,4003;-0,2997;0,0000;0,0000;0,08072;0,00574;-0,0109;0,00574;-0,00656;0,0000;69,7;2015-01-12 08:28:37
Source Voltage;0,4500;0,4507;-0,2997;0,0000;0,0000;0,08072;0,0108;-0,0109;0,0108;-0,00548;0,0000;41,7;2015-01-12 08:28:37
Source Voltage;0,5000;0,4999;-0,2997;0,0000;0,0000;0,08072;0,01688;-0,0109;0,01688;-0,00416;0,0000;29,6;2015-01-12 08:28:38
Source Voltage;0,5500;0,5502;-0,2997;0,0000;0,0000;0,08072;0,0239;-0,0109;0,0239;-0,0026;0,0000;23;2015-01-12 08:28:39
Source Voltage;0,6000;0,5999;-0,2997;0,0000;0,0000;0,08072;0,03164;-0,0109;0,03164;-0,0008;0,0000;19;2015-01-12 08:28:39
