2015-01-12 11:38:41
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,01609;-0,01609;-0,01609;-0,01609;0,0000;18,6;2015-01-12 11:38:42
Source Voltage;-0,2500;-0,2493;-0,2991;0,0000;0,0000;0,08072;-0,01602;-0,01609;-0,01602;-0,01606;0,0000;15,6;2015-01-12 11:38:42
Source Voltage;-0,2000;-0,1994;-0,2991;0,0000;0,0000;0,08072;-0,01592;-0,01609;-0,01592;-0,01601;0,0000;12,5;2015-01-12 11:38:43
Source Voltage;-0,1500;-0,1492;-0,2991;0,0000;0,0000;0,08072;-0,01586;-0,01609;-0,01586;-0,01597;0,0000;9,4;2015-01-12 11:38:44
Source Voltage;-0,1000;-0,0988;-0,2991;0,0000;0,0000;0,08072;-0,01578;-0,01609;-0,01578;-0,01593;0,0000;6,3;2015-01-12 11:38:44
Source Voltage;-0,0500;-0,0485;-0,2991;0,0000;0,0000;0,08072;-0,0157;-0,01609;-0,0157;-0,01589;0,0000;3,1;2015-01-12 11:38:45
Source Voltage;0,0000;0,0014;-0,2991;0,0000;0,0000;0,08072;-0,01558;-0,01609;-0,01558;-0,01585;0,0000;0,1;2015-01-12 11:38:45
Source Voltage;0,0500;0,0511;-0,2991;0,0000;0,0000;0,08072;-0,01542;-0,01609;-0,01542;-0,0158;0,0000;3,3;2015-01-12 11:38:46
Source Voltage;0,1000;0,1013;-0,2991;0,0000;0,0000;0,08072;-0,01526;-0,01609;-0,01526;-0,01574;0,0000;6,6;2015-01-12 11:38:47
Source Voltage;0,1500;0,1509;-0,2991;0,0000;0,0000;0,08072;-0,01496;-0,01609;-0,01496;-0,01566;0,0000;10,1;2015-01-12 11:38:47
Source Voltage;0,2000;0,2012;-0,2991;0,0000;0,0000;0,08072;-0,01464;-0,01609;-0,01464;-0,01557;0,0000;13,7;2015-01-12 11:38:48
Source Voltage;0,2500;0,2509;-0,2991;0,0000;0,0000;0,08072;-0,01404;-0,01609;-0,01404;-0,01544;0,0000;17,9;2015-01-12 11:38:48
Source Voltage;0,3000;0,3015;-0,2991;0,0000;0,0000;0,08072;-0,01318;-0,01609;-0,01318;-0,01527;0,0000;22,9;2015-01-12 11:38:49
Source Voltage;0,3500;0,3511;-0,2991;0,0000;0,0000;0,08072;-0,01178;-0,01609;-0,01178;-0,01502;0,0000;29,8;2015-01-12 11:38:50
Source Voltage;0,4000;0,4013;-0,2991;0,0000;0,0000;0,08072;-0,00962;-0,01609;-0,00962;-0,01466;0,0000;41,7;2015-01-12 11:38:50
Source Voltage;0,4500;0,4509;-0,2991;0,0000;0,0000;0,08072;-0,00646;-0,01609;-0,00646;-0,01415;0,0000;69,8;2015-01-12 11:38:51
Source Voltage;0,5000;0,5013;-0,2991;0,0000;0,0000;0,08072;-0,00214;-0,01609;-0,00214;-0,01344;0,0000;234,3;2015-01-12 11:38:51
Source Voltage;0,5500;0,5510;-0,2991;0,0000;0,0000;0,08072;0,00332;-0,01609;0,00332;-0,01251;0,0000;166;2015-01-12 11:38:52
Source Voltage;0,6000;0,6003;-0,2991;0,0000;0,0000;0,08072;0,0097;-0,01609;0,0097;-0,01134;0,0000;61,9;2015-01-12 11:38:53
