2015-01-12 11:46:08
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01516;-0,01516;-0,01516;-0,01516;0,0000;19,7;2015-01-12 11:46:08
Source Voltage;-0,2500;-0,2489;-0,2993;0,0000;0,0000;0,08072;-0,01508;-0,01516;-0,01508;-0,01512;0,0000;16,5;2015-01-12 11:46:09
Source Voltage;-0,2000;-0,1993;-0,2993;0,0000;0,0000;0,08072;-0,01498;-0,01516;-0,01498;-0,01507;0,0000;13,3;2015-01-12 11:46:10
Source Voltage;-0,1500;-0,1490;-0,2993;0,0000;0,0000;0,08072;-0,01486;-0,01516;-0,01486;-0,01502;0,0000;10;2015-01-12 11:46:10
Source Voltage;-0,1000;-0,0988;-0,2993;0,0000;0,0000;0,08072;-0,01476;-0,01516;-0,01476;-0,01497;0,0000;6,7;2015-01-12 11:46:11
Source Voltage;-0,0500;-0,0490;-0,2993;0,0000;0,0000;0,08072;-0,01462;-0,01516;-0,01462;-0,01491;0,0000;3,4;2015-01-12 11:46:12
Source Voltage;0,0000;0,0015;-0,2993;0,0000;0,0000;0,08072;-0,01442;-0,01516;-0,01442;-0,01484;0,0000;0,1;2015-01-12 11:46:12
Source Voltage;0,0500;0,0513;-0,2993;0,0000;0,0000;0,08072;-0,01422;-0,01516;-0,01422;-0,01476;0,0000;3,6;2015-01-12 11:46:13
Source Voltage;0,1000;0,1018;-0,2993;0,0000;0,0000;0,08072;-0,01392;-0,01516;-0,01392;-0,01467;0,0000;7,3;2015-01-12 11:46:13
Source Voltage;0,1500;0,1510;-0,2993;0,0000;0,0000;0,08072;-0,01354;-0,01516;-0,01354;-0,01456;0,0000;11,2;2015-01-12 11:46:14
Source Voltage;0,2000;0,2007;-0,2993;0,0000;0,0000;0,08072;-0,01302;-0,01516;-0,01302;-0,01442;0,0000;15,4;2015-01-12 11:46:15
Source Voltage;0,2500;0,2510;-0,2993;0,0000;0,0000;0,08072;-0,01226;-0,01516;-0,01226;-0,01424;0,0000;20,5;2015-01-12 11:46:15
Source Voltage;0,3000;0,3015;-0,2993;0,0000;0,0000;0,08072;-0,0111;-0,01516;-0,0111;-0,014;0,0000;27,2;2015-01-12 11:46:16
Source Voltage;0,3500;0,3511;-0,2993;0,0000;0,0000;0,08072;-0,00939;-0,01516;-0,00939;-0,01367;0,0000;37,4;2015-01-12 11:46:16
Source Voltage;0,4000;0,4009;-0,2993;0,0000;0,0000;0,08072;-0,00696;-0,01516;-0,00696;-0,01322;0,0000;57,6;2015-01-12 11:46:17
Source Voltage;0,4500;0,4508;-0,2993;0,0000;0,0000;0,08072;-0,00368;-0,01516;-0,00368;-0,01262;0,0000;122,5;2015-01-12 11:46:18
Source Voltage;0,5000;0,5015;-0,2993;0,0000;0,0000;0,08072;0,00052;-0,01516;0,00052;-0,01185;0,0000;964,4;2015-01-12 11:46:18
Source Voltage;0,5500;0,5508;-0,2993;0,0000;0,0000;0,08072;0,00556;-0,01516;0,00556;-0,01088;0,0000;99,1;2015-01-12 11:46:19
Source Voltage;0,6000;0,6007;-0,2993;0,0000;0,0000;0,08072;0,01114;-0,01516;0,01114;-0,00972;0,0000;53,9;2015-01-12 11:46:19
