2015-01-12 11:49:11
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,0164;-0,0164;-0,0164;-0,0164;0,0000;18,3;2015-01-12 11:49:11
Source Voltage;-0,2500;-0,2491;-0,2993;0,0000;0,0000;0,08072;-0,01632;-0,0164;-0,01632;-0,01636;0,0000;15,3;2015-01-12 11:49:12
Source Voltage;-0,2000;-0,1994;-0,2993;0,0000;0,0000;0,08072;-0,0162;-0,0164;-0,0162;-0,01631;0,0000;12,3;2015-01-12 11:49:12
Source Voltage;-0,1500;-0,1492;-0,2993;0,0000;0,0000;0,08072;-0,01614;-0,0164;-0,01614;-0,01627;0,0000;9,2;2015-01-12 11:49:13
Source Voltage;-0,1000;-0,0986;-0,2993;0,0000;0,0000;0,08072;-0,016;-0,0164;-0,016;-0,01622;0,0000;6,2;2015-01-12 11:49:14
Source Voltage;-0,0500;-0,0489;-0,2993;0,0000;0,0000;0,08072;-0,01582;-0,0164;-0,01582;-0,01615;0,0000;3,1;2015-01-12 11:49:14
Source Voltage;0,0000;0,0010;-0,2993;0,0000;0,0000;0,08072;-0,0157;-0,0164;-0,0157;-0,01609;0,0000;0,1;2015-01-12 11:49:15
Source Voltage;0,0500;0,0515;-0,2993;0,0000;0,0000;0,08072;-0,01548;-0,0164;-0,01548;-0,01601;0,0000;3,3;2015-01-12 11:49:15
Source Voltage;0,1000;0,1012;-0,2993;0,0000;0,0000;0,08072;-0,01522;-0,0164;-0,01522;-0,01592;0,0000;6,6;2015-01-12 11:49:16
Source Voltage;0,1500;0,1510;-0,2993;0,0000;0,0000;0,08072;-0,01484;-0,0164;-0,01484;-0,01581;0,0000;10,2;2015-01-12 11:49:17
Source Voltage;0,2000;0,2010;-0,2993;0,0000;0,0000;0,08072;-0,0143;-0,0164;-0,0143;-0,01567;0,0000;14,1;2015-01-12 11:49:17
Source Voltage;0,2500;0,2507;-0,2993;0,0000;0,0000;0,08072;-0,01348;-0,0164;-0,01348;-0,01549;0,0000;18,6;2015-01-12 11:49:18
Source Voltage;0,3000;0,3014;-0,2993;0,0000;0,0000;0,08072;-0,0123;-0,0164;-0,0123;-0,01524;0,0000;24,5;2015-01-12 11:49:19
Source Voltage;0,3500;0,3510;-0,2993;0,0000;0,0000;0,08072;-0,01048;-0,0164;-0,01048;-0,0149;0,0000;33,5;2015-01-12 11:49:19
Source Voltage;0,4000;0,4008;-0,2993;0,0000;0,0000;0,08072;-0,00794;-0,0164;-0,00794;-0,01444;0,0000;50,5;2015-01-12 11:49:20
Source Voltage;0,4500;0,4510;-0,2993;0,0000;0,0000;0,08072;-0,0045;-0,0164;-0,0045;-0,01382;0,0000;100,2;2015-01-12 11:49:20
Source Voltage;0,5000;0,5012;-0,2993;0,0000;0,0000;0,08072;-0,00024;-0,0164;-0,00024;-0,01302;0,0000;2088,3;2015-01-12 11:49:21
Source Voltage;0,5500;0,5507;-0,2993;0,0000;0,0000;0,08072;0,0046;-0,0164;0,0046;-0,01204;0,0000;119,7;2015-01-12 11:49:22
Source Voltage;0,6000;0,6004;-0,2993;0,0000;0,0000;0,08072;0,00976;-0,0164;0,00976;-0,01089;0,0000;61,5;2015-01-12 11:49:22
