2015-01-12 09:45:37
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2994;-0,2994;-0,2994;0,0000;0,08072;-0,01074;-0,01074;-0,01074;-0,01074;0,0000;27,9;2015-01-12 09:45:37
Source Voltage;-0,2500;-0,2495;-0,2994;0,0000;0,0000;0,08072;-0,01054;-0,01074;-0,01054;-0,01064;0,0000;23,7;2015-01-12 09:45:38
Source Voltage;-0,2000;-0,1996;-0,2994;0,0000;0,0000;0,08072;-0,01038;-0,01074;-0,01038;-0,01055;0,0000;19,2;2015-01-12 09:45:39
Source Voltage;-0,1500;-0,1495;-0,2994;0,0000;0,0000;0,08072;-0,0102;-0,01074;-0,0102;-0,01046;0,0000;14,7;2015-01-12 09:45:39
Source Voltage;-0,1000;-0,0992;-0,2994;0,0000;0,0000;0,08072;-0,00997;-0,01074;-0,00997;-0,01036;0,0000;9,9;2015-01-12 09:45:40
Source Voltage;-0,0500;-0,0487;-0,2994;0,0000;0,0000;0,08072;-0,00968;-0,01074;-0,00968;-0,01025;0,0000;5;2015-01-12 09:45:40
Source Voltage;0,0000;0,0012;-0,2994;0,0000;0,0000;0,08072;-0,00924;-0,01074;-0,00924;-0,01011;0,0000;0,1;2015-01-12 09:45:41
Source Voltage;0,0500;0,0511;-0,2994;0,0000;0,0000;0,08072;-0,00878;-0,01074;-0,00878;-0,00994;0,0000;5,8;2015-01-12 09:45:42
Source Voltage;0,1000;0,1007;-0,2994;0,0000;0,0000;0,08072;-0,00805;-0,01074;-0,00805;-0,00973;0,0000;12,5;2015-01-12 09:45:42
Source Voltage;0,1500;0,1506;-0,2994;0,0000;0,0000;0,08072;-0,00694;-0,01074;-0,00694;-0,00945;0,0000;21,7;2015-01-12 09:45:43
Source Voltage;0,2000;0,2003;-0,2994;0,0000;0,0000;0,08072;-0,0054;-0,01074;-0,0054;-0,00908;0,0000;37,1;2015-01-12 09:45:43
Source Voltage;0,2500;0,2508;-0,2994;0,0000;0,0000;0,08072;-0,00316;-0,01074;-0,00316;-0,00859;0,0000;79,4;2015-01-12 09:45:44
Source Voltage;0,3000;0,3005;-0,2994;0,0000;0,0000;0,08072;-6E-05;-0,01074;-6E-05;-0,00793;0,0000;5008,3;2015-01-12 09:45:45
Source Voltage;0,3500;0,3506;-0,2994;0,0000;0,0000;0,08072;0,0042;-0,01074;0,0042;-0,00706;0,0000;83,5;2015-01-12 09:45:45
Source Voltage;0,4000;0,4006;-0,2994;0,0000;0,0000;0,08072;0,0099;-0,01074;0,0099;-0,00593;0,0000;40,5;2015-01-12 09:45:46
Source Voltage;0,4500;0,4504;-0,2994;0,0000;0,0000;0,08072;0,0173;-0,01074;0,0173;-0,00448;0,0000;26;2015-01-12 09:45:46
Source Voltage;0,5000;0,5010;-0,2994;0,0000;0,0000;0,08072;0,02634;-0,01074;0,02634;-0,00267;0,0000;19;2015-01-12 09:45:47
Source Voltage;0,5500;0,5509;-0,2994;0,0000;0,0000;0,08072;0,03697;-0,01074;0,03697;-0,00047;0,0000;14,9;2015-01-12 09:45:48
Source Voltage;0,6000;0,6000;-0,2994;0,0000;0,0000;0,08072;0,049;-0,01074;0,049;0,00213;0,0000;12,2;2015-01-12 09:45:48
