2015-01-12 08:57:03
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2999;-0,2999;-0,2999;0,0000;0,08072;-0,0171;-0,0171;-0,0171;-0,0171;0,0000;17,5;2015-01-12 08:57:04
Source Voltage;-0,2500;-0,2497;-0,2999;0,0000;0,0000;0,08072;-0,01706;-0,0171;-0,01706;-0,01708;0,0000;14,6;2015-01-12 08:57:04
Source Voltage;-0,2000;-0,1992;-0,2999;0,0000;0,0000;0,08072;-0,01698;-0,0171;-0,01698;-0,01705;0,0000;11,7;2015-01-12 08:57:05
Source Voltage;-0,1500;-0,1495;-0,2999;0,0000;0,0000;0,08072;-0,01678;-0,0171;-0,01678;-0,01698;0,0000;8,9;2015-01-12 08:57:05
Source Voltage;-0,1000;-0,0995;-0,2999;0,0000;0,0000;0,08072;-0,01664;-0,0171;-0,01664;-0,01691;0,0000;6;2015-01-12 08:57:06
Source Voltage;-0,0500;-0,0494;-0,2999;0,0000;0,0000;0,08072;-0,01642;-0,0171;-0,01642;-0,01683;0,0000;3;2015-01-12 08:57:07
Source Voltage;0,0000;0,0007;-0,2999;0,0000;0,0000;0,08072;-0,01614;-0,0171;-0,01614;-0,01673;0,0000;0;2015-01-12 08:57:07
Source Voltage;0,0500;0,0508;-0,2999;0,0000;0,0000;0,08072;-0,01584;-0,0171;-0,01584;-0,01662;0,0000;3,2;2015-01-12 08:57:08
Source Voltage;0,1000;0,1007;-0,2999;0,0000;0,0000;0,08072;-0,01534;-0,0171;-0,01534;-0,01648;0,0000;6,6;2015-01-12 08:57:08
Source Voltage;0,1500;0,1506;-0,2999;0,0000;0,0000;0,08072;-0,01468;-0,0171;-0,01468;-0,0163;0,0000;10,3;2015-01-12 08:57:09
Source Voltage;0,2000;0,2006;-0,2999;0,0000;0,0000;0,08072;-0,0138;-0,0171;-0,0138;-0,01607;0,0000;14,5;2015-01-12 08:57:10
Source Voltage;0,2500;0,2507;-0,2999;0,0000;0,0000;0,08072;-0,01262;-0,0171;-0,01262;-0,01578;0,0000;19,9;2015-01-12 08:57:10
Source Voltage;0,3000;0,3005;-0,2999;0,0000;0,0000;0,08072;-0,011;-0,0171;-0,011;-0,01541;0,0000;27,3;2015-01-12 08:57:11
Source Voltage;0,3500;0,3506;-0,2999;0,0000;0,0000;0,08072;-0,00892;-0,0171;-0,00892;-0,01495;0,0000;39,3;2015-01-12 08:57:11
Source Voltage;0,4000;0,4011;-0,2999;0,0000;0,0000;0,08072;-0,00622;-0,0171;-0,00622;-0,01437;0,0000;64,5;2015-01-12 08:57:12
Source Voltage;0,4500;0,4505;-0,2999;0,0000;0,0000;0,08072;-0,00286;-0,0171;-0,00286;-0,01365;0,0000;157,5;2015-01-12 08:57:13
Source Voltage;0,5000;0,5002;-0,2999;0,0000;0,0000;0,08072;0,00122;-0,0171;0,00122;-0,01278;0,0000;410;2015-01-12 08:57:13
Source Voltage;0,5500;0,5503;-0,2999;0,0000;0,0000;0,08072;0,00598;-0,0171;0,00598;-0,01174;0,0000;92;2015-01-12 08:57:14
Source Voltage;0,6000;0,6002;-0,2999;0,0000;0,0000;0,08072;0,01124;-0,0171;0,01124;-0,01053;0,0000;53,4;2015-01-12 08:57:14
