2015-01-12 11:32:08
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01202;-0,01202;-0,01202;-0,01202;0,0000;24,9;2015-01-12 11:32:09
Source Voltage;-0,2500;-0,2490;-0,2993;0,0000;0,0000;0,08072;-0,01182;-0,01202;-0,01182;-0,01192;0,0000;21,1;2015-01-12 11:32:09
Source Voltage;-0,2000;-0,1993;-0,2993;0,0000;0,0000;0,08072;-0,01164;-0,01202;-0,01164;-0,01183;0,0000;17,1;2015-01-12 11:32:10
Source Voltage;-0,1500;-0,1490;-0,2993;0,0000;0,0000;0,08072;-0,01142;-0,01202;-0,01142;-0,01173;0,0000;13;2015-01-12 11:32:10
Source Voltage;-0,1000;-0,0988;-0,2993;0,0000;0,0000;0,08072;-0,01116;-0,01202;-0,01116;-0,01162;0,0000;8,9;2015-01-12 11:32:11
Source Voltage;-0,0500;-0,0489;-0,2993;0,0000;0,0000;0,08072;-0,01082;-0,01202;-0,01082;-0,01149;0,0000;4,5;2015-01-12 11:32:12
Source Voltage;0,0000;0,0013;-0,2993;0,0000;0,0000;0,08072;-0,01042;-0,01202;-0,01042;-0,01134;0,0000;0,1;2015-01-12 11:32:12
Source Voltage;0,0500;0,0515;-0,2993;0,0000;0,0000;0,08072;-0,00988;-0,01202;-0,00988;-0,01116;0,0000;5,2;2015-01-12 11:32:13
Source Voltage;0,1000;0,1013;-0,2993;0,0000;0,0000;0,08072;-0,00923;-0,01202;-0,00923;-0,01095;0,0000;11;2015-01-12 11:32:13
Source Voltage;0,1500;0,1513;-0,2993;0,0000;0,0000;0,08072;-0,00831;-0,01202;-0,00831;-0,01069;0,0000;18,2;2015-01-12 11:32:14
Source Voltage;0,2000;0,2008;-0,2993;0,0000;0,0000;0,08072;-0,00694;-0,01202;-0,00694;-0,01035;0,0000;28,9;2015-01-12 11:32:15
Source Voltage;0,2500;0,2507;-0,2993;0,0000;0,0000;0,08072;-0,00507;-0,01202;-0,00507;-0,00991;0,0000;49,4;2015-01-12 11:32:15
Source Voltage;0,3000;0,3007;-0,2993;0,0000;0,0000;0,08072;-0,00244;-0,01202;-0,00244;-0,00934;0,0000;123,2;2015-01-12 11:32:16
Source Voltage;0,3500;0,3507;-0,2993;0,0000;0,0000;0,08072;0,00112;-0,01202;0,00112;-0,00859;0,0000;313,1;2015-01-12 11:32:16
Source Voltage;0,4000;0,4006;-0,2993;0,0000;0,0000;0,08072;0,00594;-0,01202;0,00594;-0,00762;0,0000;67,4;2015-01-12 11:32:17
Source Voltage;0,4500;0,4508;-0,2993;0,0000;0,0000;0,08072;0,01226;-0,01202;0,01226;-0,00638;0,0000;36,8;2015-01-12 11:32:18
Source Voltage;0,5000;0,5005;-0,2993;0,0000;0,0000;0,08072;0,02028;-0,01202;0,02028;-0,00481;0,0000;24,7;2015-01-12 11:32:18
Source Voltage;0,5500;0,5509;-0,2993;0,0000;0,0000;0,08072;0,03002;-0,01202;0,03002;-0,00287;0,0000;18,4;2015-01-12 11:32:19
Source Voltage;0,6000;0,6002;-0,2993;0,0000;0,0000;0,08072;0,04132;-0,01202;0,04132;-0,00054;0,0000;14,5;2015-01-12 11:32:19
