2015-01-12 08:55:48
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2996;-0,2996;-0,2996;0,0000;0,08072;-0,01546;-0,01546;-0,01546;-0,01546;0,0000;19,4;2015-01-12 08:55:49
Source Voltage;-0,2500;-0,2496;-0,2996;0,0000;0,0000;0,08072;-0,0153;-0,01546;-0,0153;-0,01538;0,0000;16,3;2015-01-12 08:55:49
Source Voltage;-0,2000;-0,1998;-0,2996;0,0000;0,0000;0,08072;-0,01508;-0,01546;-0,01508;-0,01528;0,0000;13,2;2015-01-12 08:55:50
Source Voltage;-0,1500;-0,1492;-0,2996;0,0000;0,0000;0,08072;-0,01488;-0,01546;-0,01488;-0,01518;0,0000;10;2015-01-12 08:55:50
Source Voltage;-0,1000;-0,0994;-0,2996;0,0000;0,0000;0,08072;-0,01462;-0,01546;-0,01462;-0,01507;0,0000;6,8;2015-01-12 08:55:51
Source Voltage;-0,0500;-0,0490;-0,2996;0,0000;0,0000;0,08072;-0,0143;-0,01546;-0,0143;-0,01494;0,0000;3,4;2015-01-12 08:55:52
Source Voltage;0,0000;0,0007;-0,2996;0,0000;0,0000;0,08072;-0,0139;-0,01546;-0,0139;-0,01479;0,0000;0,1;2015-01-12 08:55:52
Source Voltage;0,0500;0,0507;-0,2996;0,0000;0,0000;0,08072;-0,01344;-0,01546;-0,01344;-0,01462;0,0000;3,8;2015-01-12 08:55:53
Source Voltage;0,1000;0,1008;-0,2996;0,0000;0,0000;0,08072;-0,01282;-0,01546;-0,01282;-0,01442;0,0000;7,9;2015-01-12 08:55:53
Source Voltage;0,1500;0,1508;-0,2996;0,0000;0,0000;0,08072;-0,01202;-0,01546;-0,01202;-0,01418;0,0000;12,5;2015-01-12 08:55:54
Source Voltage;0,2000;0,2004;-0,2996;0,0000;0,0000;0,08072;-0,011;-0,01546;-0,011;-0,01389;0,0000;18,2;2015-01-12 08:55:55
Source Voltage;0,2500;0,2509;-0,2996;0,0000;0,0000;0,08072;-0,00973;-0,01546;-0,00973;-0,01354;0,0000;25,8;2015-01-12 08:55:55
Source Voltage;0,3000;0,3004;-0,2996;0,0000;0,0000;0,08072;-0,00808;-0,01546;-0,00808;-0,01312;0,0000;37,2;2015-01-12 08:55:56
Source Voltage;0,3500;0,3511;-0,2996;0,0000;0,0000;0,08072;-0,006;-0,01546;-0,006;-0,01261;0,0000;58,5;2015-01-12 08:55:56
Source Voltage;0,4000;0,4008;-0,2996;0,0000;0,0000;0,08072;-0,00344;-0,01546;-0,00344;-0,012;0,0000;116,5;2015-01-12 08:55:57
Source Voltage;0,4500;0,4503;-0,2996;0,0000;0,0000;0,08072;-0,00018;-0,01546;-0,00018;-0,01126;0,0000;2501,7;2015-01-12 08:55:58
Source Voltage;0,5000;0,5009;-0,2996;0,0000;0,0000;0,08072;0,0039;-0,01546;0,0039;-0,01037;0,0000;128,4;2015-01-12 08:55:58
Source Voltage;0,5500;0,5504;-0,2996;0,0000;0,0000;0,08072;0,0089;-0,01546;0,0089;-0,0093;0,0000;61,8;2015-01-12 08:55:59
Source Voltage;0,6000;0,6006;-0,2996;0,0000;0,0000;0,08072;0,01478;-0,01546;0,01478;-0,00803;0,0000;40,6;2015-01-12 08:55:59
