2015-01-12 08:45:53
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2991;-0,2991;-0,2991;0,0000;0,08072;-0,0133;-0,0133;-0,0133;-0,0133;0,0000;22,5;2015-01-12 08:45:53
Source Voltage;-0,2500;-0,2495;-0,2991;0,0000;0,0000;0,08072;-0,01318;-0,0133;-0,01318;-0,01324;0,0000;18,9;2015-01-12 08:45:54
Source Voltage;-0,2000;-0,1997;-0,2991;0,0000;0,0000;0,08072;-0,01308;-0,0133;-0,01308;-0,01319;0,0000;15,3;2015-01-12 08:45:54
Source Voltage;-0,1500;-0,1495;-0,2991;0,0000;0,0000;0,08072;-0,01296;-0,0133;-0,01296;-0,01313;0,0000;11,5;2015-01-12 08:45:55
Source Voltage;-0,1000;-0,0995;-0,2991;0,0000;0,0000;0,08072;-0,01282;-0,0133;-0,01282;-0,01307;0,0000;7,8;2015-01-12 08:45:56
Source Voltage;-0,0500;-0,0493;-0,2991;0,0000;0,0000;0,08072;-0,01266;-0,0133;-0,01266;-0,013;0,0000;3,9;2015-01-12 08:45:56
Source Voltage;0,0000;0,0008;-0,2991;0,0000;0,0000;0,08072;-0,0125;-0,0133;-0,0125;-0,01293;0,0000;0,1;2015-01-12 08:45:57
Source Voltage;0,0500;0,0507;-0,2991;0,0000;0,0000;0,08072;-0,01226;-0,0133;-0,01226;-0,01285;0,0000;4,1;2015-01-12 08:45:57
Source Voltage;0,1000;0,1011;-0,2991;0,0000;0,0000;0,08072;-0,01192;-0,0133;-0,01192;-0,01275;0,0000;8,5;2015-01-12 08:45:58
Source Voltage;0,1500;0,1508;-0,2991;0,0000;0,0000;0,08072;-0,01146;-0,0133;-0,01146;-0,01262;0,0000;13,2;2015-01-12 08:45:59
Source Voltage;0,2000;0,2004;-0,2991;0,0000;0,0000;0,08072;-0,01078;-0,0133;-0,01078;-0,01245;0,0000;18,6;2015-01-12 08:45:59
Source Voltage;0,2500;0,2505;-0,2991;0,0000;0,0000;0,08072;-0,00974;-0,0133;-0,00974;-0,01222;0,0000;25,7;2015-01-12 08:46:00
Source Voltage;0,3000;0,3007;-0,2991;0,0000;0,0000;0,08072;-0,00814;-0,0133;-0,00814;-0,01191;0,0000;36,9;2015-01-12 08:46:00
Source Voltage;0,3500;0,3507;-0,2991;0,0000;0,0000;0,08072;-0,00576;-0,0133;-0,00576;-0,01147;0,0000;60,9;2015-01-12 08:46:01
Source Voltage;0,4000;0,4008;-0,2991;0,0000;0,0000;0,08072;-0,00242;-0,0133;-0,00242;-0,01087;0,0000;165,6;2015-01-12 08:46:02
Source Voltage;0,4500;0,4503;-0,2991;0,0000;0,0000;0,08072;0,00214;-0,0133;0,00214;-0,01006;0,0000;210,4;2015-01-12 08:46:02
Source Voltage;0,5000;0,5002;-0,2991;0,0000;0,0000;0,08072;0,00812;-0,0133;0,00812;-0,00899;0,0000;61,6;2015-01-12 08:46:03
Source Voltage;0,5500;0,5504;-0,2991;0,0000;0,0000;0,08072;0,01554;-0,0133;0,01554;-0,00763;0,0000;35,4;2015-01-12 08:46:03
Source Voltage;0,6000;0,6000;-0,2991;0,0000;0,0000;0,08072;0,02426;-0,0133;0,02426;-0,00595;0,0000;24,7;2015-01-12 08:46:04
