2015-01-12 11:32:38
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2992;-0,2992;-0,2992;0,0000;0,08072;-0,01314;-0,01314;-0,01314;-0,01314;0,0000;22,8;2015-01-12 11:32:39
Source Voltage;-0,2500;-0,2493;-0,2992;0,0000;0,0000;0,08072;-0,013;-0,01314;-0,013;-0,01307;0,0000;19,2;2015-01-12 11:32:39
Source Voltage;-0,2000;-0,1994;-0,2992;0,0000;0,0000;0,08072;-0,01282;-0,01314;-0,01282;-0,01299;0,0000;15,6;2015-01-12 11:32:40
Source Voltage;-0,1500;-0,1493;-0,2992;0,0000;0,0000;0,08072;-0,01268;-0,01314;-0,01268;-0,01291;0,0000;11,8;2015-01-12 11:32:40
Source Voltage;-0,1000;-0,0991;-0,2992;0,0000;0,0000;0,08072;-0,01248;-0,01314;-0,01248;-0,01282;0,0000;7,9;2015-01-12 11:32:41
Source Voltage;-0,0500;-0,0489;-0,2992;0,0000;0,0000;0,08072;-0,01228;-0,01314;-0,01228;-0,01273;0,0000;4;2015-01-12 11:32:42
Source Voltage;0,0000;0,0012;-0,2992;0,0000;0,0000;0,08072;-0,01202;-0,01314;-0,01202;-0,01263;0,0000;0,1;2015-01-12 11:32:42
Source Voltage;0,0500;0,0511;-0,2992;0,0000;0,0000;0,08072;-0,01168;-0,01314;-0,01168;-0,01251;0,0000;4,4;2015-01-12 11:32:43
Source Voltage;0,1000;0,1012;-0,2992;0,0000;0,0000;0,08072;-0,01122;-0,01314;-0,01122;-0,01237;0,0000;9;2015-01-12 11:32:43
Source Voltage;0,1500;0,1514;-0,2992;0,0000;0,0000;0,08072;-0,01058;-0,01314;-0,01058;-0,01219;0,0000;14,3;2015-01-12 11:32:44
Source Voltage;0,2000;0,2014;-0,2992;0,0000;0,0000;0,08072;-0,00968;-0,01314;-0,00968;-0,01196;0,0000;20,8;2015-01-12 11:32:45
Source Voltage;0,2500;0,2508;-0,2992;0,0000;0,0000;0,08072;-0,00844;-0,01314;-0,00844;-0,01167;0,0000;29,7;2015-01-12 11:32:45
Source Voltage;0,3000;0,3008;-0,2992;0,0000;0,0000;0,08072;-0,00664;-0,01314;-0,00664;-0,01128;0,0000;45,3;2015-01-12 11:32:46
Source Voltage;0,3500;0,3510;-0,2992;0,0000;0,0000;0,08072;-0,00418;-0,01314;-0,00418;-0,01077;0,0000;84;2015-01-12 11:32:47
Source Voltage;0,4000;0,4009;-0,2992;0,0000;0,0000;0,08072;-0,00074;-0,01314;-0,00074;-0,0101;0,0000;541,8;2015-01-12 11:32:47
Source Voltage;0,4500;0,4507;-0,2992;0,0000;0,0000;0,08072;0,00384;-0,01314;0,00384;-0,00923;0,0000;117,4;2015-01-12 11:32:48
Source Voltage;0,5000;0,5005;-0,2992;0,0000;0,0000;0,08072;0,00988;-0,01314;0,00988;-0,00811;0,0000;50,7;2015-01-12 11:32:48
Source Voltage;0,5500;0,5507;-0,2992;0,0000;0,0000;0,08072;0,01759;-0,01314;0,01759;-0,00668;0,0000;31,3;2015-01-12 11:32:49
Source Voltage;0,6000;0,6009;-0,2992;0,0000;0,0000;0,08072;0,0269;-0,01314;0,0269;-0,00491;0,0000;22,3;2015-01-12 11:32:50
