2015-01-12 08:36:09
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2999;-0,2999;-0,2999;0,0000;0,08072;-0,00944;-0,00944;-0,00944;-0,00944;0,0000;31,8;2015-01-12 08:36:09
Source Voltage;-0,2500;-0,2500;-0,2999;0,0000;0,0000;0,08072;-0,00928;-0,00944;-0,00928;-0,00936;0,0000;26,9;2015-01-12 08:36:10
Source Voltage;-0,2000;-0,1999;-0,2999;0,0000;0,0000;0,08072;-0,0091;-0,00944;-0,0091;-0,00927;0,0000;22;2015-01-12 08:36:11
Source Voltage;-0,1500;-0,1499;-0,2999;0,0000;0,0000;0,08072;-0,0089;-0,00944;-0,0089;-0,00918;0,0000;16,8;2015-01-12 08:36:11
Source Voltage;-0,1000;-0,0995;-0,2999;0,0000;0,0000;0,08072;-0,00866;-0,00944;-0,00866;-0,00908;0,0000;11,5;2015-01-12 08:36:12
Source Voltage;-0,0500;-0,0495;-0,2999;0,0000;0,0000;0,08072;-0,00842;-0,00944;-0,00842;-0,00897;0,0000;5,9;2015-01-12 08:36:12
Source Voltage;0,0000;0,0007;-0,2999;0,0000;0,0000;0,08072;-0,0081;-0,00944;-0,0081;-0,00885;0,0000;0,1;2015-01-12 08:36:13
Source Voltage;0,0500;0,0505;-0,2999;0,0000;0,0000;0,08072;-0,0076;-0,00944;-0,0076;-0,00869;0,0000;6,6;2015-01-12 08:36:14
Source Voltage;0,1000;0,1007;-0,2999;0,0000;0,0000;0,08072;-0,00696;-0,00944;-0,00696;-0,0085;0,0000;14,5;2015-01-12 08:36:14
Source Voltage;0,1500;0,1504;-0,2999;0,0000;0,0000;0,08072;-0,00602;-0,00944;-0,00602;-0,00825;0,0000;25;2015-01-12 08:36:15
Source Voltage;0,2000;0,2003;-0,2999;0,0000;0,0000;0,08072;-0,00466;-0,00944;-0,00466;-0,00792;0,0000;43;2015-01-12 08:36:15
Source Voltage;0,2500;0,2504;-0,2999;0,0000;0,0000;0,08072;-0,0029;-0,00944;-0,0029;-0,0075;0,0000;86,3;2015-01-12 08:36:16
Source Voltage;0,3000;0,3004;-0,2999;0,0000;0,0000;0,08072;-0,00042;-0,00944;-0,00042;-0,00696;0,0000;715,2;2015-01-12 08:36:17
Source Voltage;0,3500;0,3505;-0,2999;0,0000;0,0000;0,08072;0,00276;-0,00944;0,00276;-0,00627;0,0000;127;2015-01-12 08:36:17
Source Voltage;0,4000;0,4007;-0,2999;0,0000;0,0000;0,08072;0,00672;-0,00944;0,00672;-0,0054;0,0000;59,6;2015-01-12 08:36:18
Source Voltage;0,4500;0,4504;-0,2999;0,0000;0,0000;0,08072;0,01144;-0,00944;0,01144;-0,00435;0,0000;39,4;2015-01-12 08:36:18
Source Voltage;0,5000;0,5001;-0,2999;0,0000;0,0000;0,08072;0,01684;-0,00944;0,01684;-0,0031;0,0000;29,7;2015-01-12 08:36:19
Source Voltage;0,5500;0,5507;-0,2999;0,0000;0,0000;0,08072;0,02282;-0,00944;0,02282;-0,00166;0,0000;24,1;2015-01-12 08:36:20
Source Voltage;0,6000;0,6002;-0,2999;0,0000;0,0000;0,08072;0,02924;-0,00944;0,02924;-3E-05;0,0000;20,5;2015-01-12 08:36:20
