2015-01-12 11:29:38
Mode;Output voltage (V);Voltage Measured (V);Min Voltage (V);Max Voltage (V);Average Voltage (V);Output Current (A);Current Measured (A);Min Current (A);Max Current (A);Average Current (A);Average Power (W);Resistance (ohm);Time
Source Voltage;-0,3;-0,2993;-0,2993;-0,2993;0,0000;0,08072;-0,01912;-0,01912;-0,01912;-0,01912;0,0000;15,7;2015-01-12 11:29:38
Source Voltage;-0,2500;-0,2489;-0,2993;0,0000;0,0000;0,08072;-0,01909;-0,01912;-0,01909;-0,0191;0,0000;13;2015-01-12 11:29:39
Source Voltage;-0,2000;-0,1990;-0,2993;0,0000;0,0000;0,08072;-0,019;-0,01912;-0,019;-0,01907;0,0000;10,5;2015-01-12 11:29:40
Source Voltage;-0,1500;-0,1492;-0,2993;0,0000;0,0000;0,08072;-0,01896;-0,01912;-0,01896;-0,01904;0,0000;7,9;2015-01-12 11:29:40
Source Voltage;-0,1000;-0,0990;-0,2993;0,0000;0,0000;0,08072;-0,01884;-0,01912;-0,01884;-0,019;0,0000;5,3;2015-01-12 11:29:41
Source Voltage;-0,0500;-0,0487;-0,2993;0,0000;0,0000;0,08072;-0,01877;-0,01912;-0,01877;-0,01896;0,0000;2,6;2015-01-12 11:29:41
Source Voltage;0,0000;0,0011;-0,2993;0,0000;0,0000;0,08072;-0,01864;-0,01912;-0,01864;-0,01891;0,0000;0,1;2015-01-12 11:29:42
Source Voltage;0,0500;0,0513;-0,2993;0,0000;0,0000;0,08072;-0,01845;-0,01912;-0,01845;-0,01885;0,0000;2,8;2015-01-12 11:29:43
Source Voltage;0,1000;0,1011;-0,2993;0,0000;0,0000;0,08072;-0,0182;-0,01912;-0,0182;-0,01878;0,0000;5,6;2015-01-12 11:29:43
Source Voltage;0,1500;0,1509;-0,2993;0,0000;0,0000;0,08072;-0,01775;-0,01912;-0,01775;-0,01868;0,0000;8,5;2015-01-12 11:29:44
Source Voltage;0,2000;0,2014;-0,2993;0,0000;0,0000;0,08072;-0,01716;-0,01912;-0,01716;-0,01854;0,0000;11,7;2015-01-12 11:29:44
Source Voltage;0,2500;0,2510;-0,2993;0,0000;0,0000;0,08072;-0,01628;-0,01912;-0,01628;-0,01835;0,0000;15,4;2015-01-12 11:29:45
Source Voltage;0,3000;0,3008;-0,2993;0,0000;0,0000;0,08072;-0,01494;-0,01912;-0,01494;-0,01809;0,0000;20,1;2015-01-12 11:29:46
Source Voltage;0,3500;0,3512;-0,2993;0,0000;0,0000;0,08072;-0,01298;-0,01912;-0,01298;-0,01773;0,0000;27,1;2015-01-12 11:29:46
Source Voltage;0,4000;0,4010;-0,2993;0,0000;0,0000;0,08072;-0,01028;-0,01912;-0,01028;-0,01723;0,0000;39;2015-01-12 11:29:47
Source Voltage;0,4500;0,4512;-0,2993;0,0000;0,0000;0,08072;-0,00678;-0,01912;-0,00678;-0,01658;0,0000;66,5;2015-01-12 11:29:47
Source Voltage;0,5000;0,5007;-0,2993;0,0000;0,0000;0,08072;-0,00252;-0,01912;-0,00252;-0,01575;0,0000;198,7;2015-01-12 11:29:48
Source Voltage;0,5500;0,5506;-0,2993;0,0000;0,0000;0,08072;0,00228;-0,01912;0,00228;-0,01475;0,0000;241,5;2015-01-12 11:29:49
Source Voltage;0,6000;0,6010;-0,2993;0,0000;0,0000;0,08072;0,00736;-0,01912;0,00736;-0,01359;0,0000;81,7;2015-01-12 11:29:49
